Title,Alternative Title,Description,Rights,Provenance,Is Part Of,Subject,Spatial Coverage,Temporal Coverage,Date Issued,Creator,Publisher,Format,Language,Type,Identifier,UUID,Geometry Type,GeoRSS Box,Apache Solr Year,Information Page,Download File,Esri Rest Service,Tags
"MetroGIS Parcels: Hennepin County, Minnesota",MetroGIS Parcels,"This dataset is the Hennepin County tax parcel polygon layer in the MetroGIS format. MetroGIS compiles tax parcel polygon and point layers from the seven Twin Cities, Minnesota metropolitan area counties of Anoka, Carver, Dakota, Hennepin, Ramsey, Scott and Washington. The seven counties are assembled into a common coordinate system. No attempt has been made to edgematch or rubbersheet between counties. A standard set of attribute fields is included for each county. Link to Attribute Table Information: http://gis.hennepin.us/OpenData/Metadata/MetroGIS%20Parcels.pdf Data updated: February 2016 Use Limitations: This data (i) is furnished 'AS IS' with no representation as to completeness or accuracy; (ii) is furnished with no warranty of any kind; and (iii) is not suitable for legal, engineering or surveying purposes. Hennepin County shall not be liable for any damage, injury or loss resulting from this data.",Public,Minnesota,ArcGIS Open Data,Planning and Cadastral,"5029877: Hennepin County (country, state, region,...), Minnesota, United States|5037779: Minnesota (country, state, region,...), Minnesota, United States",,11/11/2015,Hennepin County GIS,Hennepin County,Shapefile,English,Dataset,b40b1ebf641d49eaabdfd520735b7f0b_2,b40b1ebf641d49eaabdfd520735b7f0b_2,surface,"-94.0226,44.4647,-92.7284,45.4157",2015,http://gis-hennepin.opendata.arcgis.com/datasets/b40b1ebf641d49eaabdfd520735b7f0b_2,http://gis-hennepin.opendata.arcgis.com/datasets/b40b1ebf641d49eaabdfd520735b7f0b_2.zip,http://gis.hennepin.us/arcgis/rest/services/HennepinData/LAND_PROPERTY/MapServer/2,MapServer
"Parcels: Hennepin County, Minnesota",County Parcels,"The County parcels dataset contains polygons representing individual taxed parcels or individual tax-exempt parcels tracked for taxing purposes. It also contains polygons representing the locations of multiple tax properties (multi-PID parcels). It is the combination of the parcel base dataset and the multiple parcel base dataset with attributes from a monthly extract of the property tax information system. The PID field contains the property ID number for each parcel. In the case of multiple tax properties, several parcel polygons may be stacked on top of one another. These are multiple tax parcels that cannot be delineated on a two-dimensional map, including both taxed and tax-exempt parcels. The parcels are represented with identical geometries but have different parcel IDs and associated tax attributes. Link to Attribute Table Information: http://gis.hennepin.us/OpenData/Metadata/County%20Tax%20Parcels.pdf Data updated: monthly Use Limitations: This data (i) is furnished 'AS IS' with no representation as to completeness or accuracy; (ii) is furnished with no warranty of any kind; and (iii) is not suitable for legal, engineering or surveying purposes. Hennepin County shall not be liable for any damage, injury or loss resulting from this data. General questions about this dataset, including errors, omissions, corrections and/or updates should be directed to the Survey Division, Resident and Real Estate Services Department, Hennepin County at 612-348-3131.",Public,Minnesota,ArcGIS Open Data,Planning and Cadastral,"5029877: Hennepin County (country, state, region,...), Minnesota, United States|5037779: Minnesota (country, state, region,...), Minnesota, United States",,11/11/2015,Hennepin County GIS,Hennepin County,Shapefile,English,Dataset,7975aabf6e1e42998a40a4b085ffefdf_1,7975aabf6e1e42998a40a4b085ffefdf_1,surface,"-93.7727,44.7835,-93.1772,45.2467",2015,http://gis-hennepin.opendata.arcgis.com/datasets/7975aabf6e1e42998a40a4b085ffefdf_1,http://gis-hennepin.opendata.arcgis.com/datasets/7975aabf6e1e42998a40a4b085ffefdf_1.zip,http://gis.hennepin.us/arcgis/rest/services/HennepinData/LAND_PROPERTY/MapServer/1,MapServer
"PLS Points: Hennepin County, Minnesota",PLS Points,"This dataset contains Public Land Survey point locations in Hennepin County. This dataset is maintained by the Hennepin County Resident & Real Estate - Survey Division. Link to Attribute Table Information: http://gis.hennepin.us/OpenData/Metadata/PLS%20Points.pdf Data updated: daily Use Limitations: This data (i) is furnished 'AS IS' with no representation as to completeness or accuracy; (ii) is furnished with no warranty of any kind; and (iii) is not suitable for legal, engineering or surveying purposes. Hennepin County shall not be liable for any damage, injury or loss resulting from this data.",Public,Minnesota,ArcGIS Open Data,Planning and Cadastral,"5029877: Hennepin County (country, state, region,...), Minnesota, United States|5037779: Minnesota (country, state, region,...), Minnesota, United States",,11/11/2015,Hennepin County GIS,Hennepin County,Shapefile,English,Dataset,f8a5f3d9a5334471a328a869364c1a53_4,f8a5f3d9a5334471a328a869364c1a53_4,point,"-93.7727,44.7839,-93.1902,45.2466",2015,http://gis-hennepin.opendata.arcgis.com/datasets/f8a5f3d9a5334471a328a869364c1a53_4,http://gis-hennepin.opendata.arcgis.com/datasets/f8a5f3d9a5334471a328a869364c1a53_4.zip,http://gis.hennepin.us/arcgis/rest/services/HennepinData/LAND_PROPERTY/MapServer/4,MapServer
"Police Stations: Hennepin County, Minnesota",Police Stations,"Police Department locations in Hennepin County.Police Department locations were captured for Emergency Mangement.* Includes main police station but does not include substations.* Phone numbers are non-emergency contact numbers* WebUrl is for main city website. Link to Attribute Table Information: http://gis.hennepin.us/OpenData/Metadata/Police%20Stations.pdf Use Limitations: This data (i) is furnished 'AS IS' with no representation as to completeness or accuracy; (ii) is furnished with no warranty of any kind; and (iii) is not suitable for legal, engineering or surveying purposes. Hennepin County shall not be liable for any damage, injury or loss resulting from this data.",Public,Minnesota,ArcGIS Open Data,Society,"5029877: Hennepin County (country, state, region,...), Minnesota, United States|5037779: Minnesota (country, state, region,...), Minnesota, United States",,9/28/2015,Hennepin County GIS,Hennepin County,Shapefile,English,Dataset,b9a198372ae44dde8d468c8950ae2502_4,b9a198372ae44dde8d468c8950ae2502_4,point,"-93.7227,44.8227,-93.2077,45.2001",2015,http://gis-hennepin.opendata.arcgis.com/datasets/b9a198372ae44dde8d468c8950ae2502_4,http://gis-hennepin.opendata.arcgis.com/datasets/b9a198372ae44dde8d468c8950ae2502_4.zip,http://gis.hennepin.us/arcgis/rest/services/HennepinData/PLACES/MapServer/4,MapServer
"Census Blocks: Hennepin County, Minnesota, 2010","Census Blocks, 2010","2010 US Census block boundaries attributed with a subset of the PL94-171 demographic data released March 2011. Please contact the Hennepin GIS Office if you require additional PL94-171 fields. Downloaded the 2010 US Census block boundary shapefile from the US Census Bureau at the following address: http://www.census.gov/cgi-bin/geo/shapefiles2010/main. Link to Attribute Table Information: http://gis.hennepin.us/OpenData/Metadata/2010%20Census%20Blocks.pdf Data updated: 04/08/2011 Use Limitations: This data (i) is furnished 'AS IS' with no representation as to completeness or accuracy; (ii) is furnished with no warranty of any kind; and (iii) is not suitable for legal, engineering or surveying purposes. Hennepin County shall not be liable for any damage, injury or loss resulting from this data.",Public,Minnesota,ArcGIS Open Data,Society,"5029877: Hennepin County (country, state, region,...), Minnesota, United States|5037779: Minnesota (country, state, region,...), Minnesota, United States",2010,9/14/2015,Hennepin County GIS,Hennepin County,Shapefile,English,Dataset,c0e6878df8814670a89a1cc09d73b386_3,c0e6878df8814670a89a1cc09d73b386_3,surface,"-93.772,44.7834,-93.1769,45.2477",2010,http://gis-hennepin.opendata.arcgis.com/datasets/c0e6878df8814670a89a1cc09d73b386_3,http://gis-hennepin.opendata.arcgis.com/datasets/c0e6878df8814670a89a1cc09d73b386_3.zip,http://gis.hennepin.us/arcgis/rest/services/HennepinData/PEOPLE_SOCIETY/MapServer/3,MapServer
"Census Block Groups: Hennepin County, Minnesota, 2010","Census Block Groups, 2010","2010 US Census Block Groups for Hennepin County with subset of PL94-171 demographic data. Link to Attribute Table Information: http://gis.hennepin.us/OpenData/Metadata/2010%20Census%20Block%20Groups.pdf Data updated: 04/08/2011 Use Limitations: This data (i) is furnished 'AS IS' with no representation as to completeness or accuracy; (ii) is furnished with no warranty of any kind; and (iii) is not suitable for legal, engineering or surveying purposes. Hennepin County shall not be liable for any damage, injury or loss resulting from this data.",Public,Minnesota,ArcGIS Open Data,Society,"5029877: Hennepin County (country, state, region,...), Minnesota, United States|5037779: Minnesota (country, state, region,...), Minnesota, United States",2010,9/14/2015,Hennepin County GIS,Hennepin County,Shapefile,English,Dataset,cde2b42d0da24de9b1bf7d7e178f3d83_2,cde2b42d0da24de9b1bf7d7e178f3d83_2,surface,"-93.772,44.7834,-93.1769,45.2477",2010,http://gis-hennepin.opendata.arcgis.com/datasets/cde2b42d0da24de9b1bf7d7e178f3d83_2,http://gis-hennepin.opendata.arcgis.com/datasets/cde2b42d0da24de9b1bf7d7e178f3d83_2.zip,http://gis.hennepin.us/arcgis/rest/services/HennepinData/PEOPLE_SOCIETY/MapServer/2,MapServer
"Census Cities: Hennepin County, Minnesota, 2010","Census Cities, 2010","2010 US Census County Subdivisions (Cities) for Hennepin County with subset of PL94-171 demographic data. The Hennepin County GIS Office downloaded US Census data from the following sites: Shapefiles: http://www.census.gov/cgi-bin/geo/shapefiles2010/main PL94-171: http://www.census.gov/rdo/data/2010_census_redistricting_data_pl_94-171_summary_files.html PL94-171 tabular data was post processed per instructions and stored in an Access database. Link to Attribute Table Information: http://gis.hennepin.us/OpenData/Metadata/2010%20Census%20Cities.pdf Data updated: 04/08/2011 Use Limitations: This data (i) is furnished 'AS IS' with no representation as to completeness or accuracy; (ii) is furnished with no warranty of any kind; and (iii) is not suitable for legal, engineering or surveying purposes. Hennepin County shall not be liable for any damage, injury or loss resulting from this data.",Public,Minnesota,ArcGIS Open Data,Society,"5029877: Hennepin County (country, state, region,...), Minnesota, United States|5037779: Minnesota (country, state, region,...), Minnesota, United States",2010,9/14/2015,Hennepin County GIS,Hennepin County,Shapefile,English,Dataset,62c63204202b45aca308a60efd8784d9_0,62c63204202b45aca308a60efd8784d9_0,surface,"-93.772,44.7834,-93.1769,45.2477",2010,http://gis-hennepin.opendata.arcgis.com/datasets/62c63204202b45aca308a60efd8784d9_0,http://gis-hennepin.opendata.arcgis.com/datasets/62c63204202b45aca308a60efd8784d9_0.zip,http://gis.hennepin.us/arcgis/rest/services/HennepinData/PEOPLE_SOCIETY/MapServer/0,MapServer
"Census Tracts: Hennepin County, Minnesota, 2010","Census Tracts, 2010","2010 US Census Tracts for Hennepin County with subset of PL94-171 demographic data. The Hennepin County GIS Office downloaded US Census data from the following sites: Shapefiles: http://www.census.gov/cgi-bin/geo/shapefiles2010/main PL94-171: http://www.census.gov/rdo/data/2010_census_redistricting_data_pl_94-171_summary_files.html PL94-171 tabular data was post processed per instructions and stored in an Access database. Records and a subset of the 290 plus fields were extracted from the master tables using SQL statements. A copy of the statement has been included in the Lineage section of metadata. Tables were registered as a geodatabase and copied to a File Geodatabase. Shapefiles were imported into the File Geodatabase and projected to UTM Zone 15 N. The feature classes were joined to the tabular data and saved as the final US Census layer. The feature classes underwent visual inspection. The number of records were compared and checked. The attribute values were compared to existing Maptitude US Census data. Please contact the Hennepin GIS Office if you require additional PL94-171 fields. Hennepin County GIS Office A-705 Government Center Minneapolis, Minnesota 55487-075 GIS.Info@co.hennepin.mn.us Phone: 612-596-9484 FAX: 612-348-2837 Link to Attribute Table Information: http://gis.hennepin.us/OpenData/Metadata/2010%20Census%20Tracts.pdf Data updated: 04/08/2011 Use Limitations: This data (i) is furnished 'AS IS' with no representation as to completeness or accuracy; (ii) is furnished with no warranty of any kind; and (iii) is not suitable for legal, engineering or surveying purposes. Hennepin County shall not be liable for any damage, injury or loss resulting from this data.",Public,Minnesota,ArcGIS Open Data,Society,"5029877: Hennepin County (country, state, region,...), Minnesota, United States|5037779: Minnesota (country, state, region,...), Minnesota, United States",2010,9/14/2015,Hennepin County GIS,Hennepin County,Shapefile,English,Dataset,62bf3dd96fda4bd49e40574ccbaa7653_1,62bf3dd96fda4bd49e40574ccbaa7653_1,surface,"-93.772,44.7834,-93.1769,45.2477",2010,http://gis-hennepin.opendata.arcgis.com/datasets/62bf3dd96fda4bd49e40574ccbaa7653_1,http://gis-hennepin.opendata.arcgis.com/datasets/62bf3dd96fda4bd49e40574ccbaa7653_1.zip,http://gis.hennepin.us/arcgis/rest/services/HennepinData/PEOPLE_SOCIETY/MapServer/1,MapServer
"Parks: Hennepin County, Minnesota",Hennepin County Parks,"This data set contains park locations found within Hennepin County. The locations were derived from a variety of data sources including city, county and regional data. The extent of parks is based on information supplied by each park authority or other research methods. Also, amenities were captured to display facilities or activities associated to each park. The field ParkID is the ID and join field for the park. Link to Attribute Table Information: http://gis.hennepin.us/OpenData/Metadata/Parks.pdf Data updated: 08/20/2014 Use Limitations: This data (i) is furnished 'AS IS' with no representation as to completeness or accuracy; (ii) is furnished with no warranty of any kind; and (iii) is not suitable for legal, engineering or surveying purposes. Hennepin County shall not be liable for any damage, injury or loss resulting from this data.",Public,Minnesota,ArcGIS Open Data,Society,"5029877: Hennepin County (country, state, region,...), Minnesota, United States|5037779: Minnesota (country, state, region,...), Minnesota, United States",,9/14/2015,Hennepin County GIS,Hennepin County,Shapefile,English,Dataset,c76bcca7eb564523b6a1cf2807cbc481_3,c76bcca7eb564523b6a1cf2807cbc481_3,surface,"-93.7693,44.7765,-93.1465,45.2465",2015,http://gis-hennepin.opendata.arcgis.com/datasets/c76bcca7eb564523b6a1cf2807cbc481_3,http://gis-hennepin.opendata.arcgis.com/datasets/c76bcca7eb564523b6a1cf2807cbc481_3.zip,http://gis.hennepin.us/arcgis/rest/services/HennepinData/PLACES/MapServer/3,MapServer
"Street Centerlines: Hennepin County, Minnesota",Hennepin County Street Centerlines,"This dataset contains the street centerlines of roadways in Hennepin County in the Metro Regional Centerline (MRCC) standard format. It is primarily used for geocoding purposes. Divided highways are represented by a single line feature within this data. The attribute table includes road names and geocoding ranges for each road feature. The associated street alias table can be joined to this dataset using the UNIQUE_ID field and the JOIN_ID field from the alias table. Link to Attribute Table Information: http://gis.hennepin.us/OpenData/Metadata/Street%20Centerline.pdf Data updated: daily This data (i) is furnished 'AS IS' with no representation as to completeness or accuracy; (ii) is furnished with no warranty of any kind; and (iii) is not suitable for legal, engineering or surveying purposes. Hennepin County shall not be liable for any damage, injury or loss resulting from this data. General questions about this data set, including errors, omissions, corrections and/or updates should be directed to the Hennepin County GIS Office at 612-596-9484.",Public,Minnesota,ArcGIS Open Data,Transportation,"5029877: Hennepin County (country, state, region,...), Minnesota, United States|5037779: Minnesota (country, state, region,...), Minnesota, United States",,9/14/2015,Hennepin County GIS,Hennepin County,Shapefile,English,Dataset,2c68a692df4b4e47af378a00452d85b0_0,2c68a692df4b4e47af378a00452d85b0_0,curve,"-93.7725,44.7879,-93.1739,45.2462",2015,http://gis-hennepin.opendata.arcgis.com/datasets/2c68a692df4b4e47af378a00452d85b0_0,http://gis-hennepin.opendata.arcgis.com/datasets/2c68a692df4b4e47af378a00452d85b0_0.zip,http://gis.hennepin.us/arcgis/rest/services/HennepinData/TRANSPORTATION/MapServer/0,MapServer
"Street Aliases: Hennepin County, Minnesota",Hennepin County Street Aliases,"This table contains the street alias/alternate road names for roadways in Hennepin County. This data is meant to be used in conjunction with the MRCC street centerline dataset. The street aliases table can be joined to the MRCC street centerline dataset using the UNIQUE_ID field from the centerline dataset and the JOIN_ID field from the alias table. Link to Attribute Table Information: http://gis.hennepin.us/OpenData/Metadata/Street%20Aliases.pdf Data updated: weekly This data (i) is furnished 'AS IS' with no representation as to completeness or accuracy; (ii) is furnished with no warranty of any kind; and (iii) is not suitable for legal, engineering or surveying purposes. Hennepin County shall not be liable for any damage, injury or loss resulting from this data. General questions about this data set, including errors, omissions, corrections and/or updates should be directed to the Hennepin County GIS Office at 612-596-9484.",Public,Minnesota,ArcGIS Open Data,Transportation,"5029877: Hennepin County (country, state, region,...), Minnesota, United States|5037779: Minnesota (country, state, region,...), Minnesota, United States",,9/14/2015,Hennepin County GIS,Hennepin County,Shapefile,English,Dataset,21b6530828dc4d2484b3a298e6ca71a1_3,21b6530828dc4d2484b3a298e6ca71a1_3,nonspatial,"-180.0,-90.0,180.0,90.0",2015,http://gis-hennepin.opendata.arcgis.com/datasets/21b6530828dc4d2484b3a298e6ca71a1_3,http://gis-hennepin.opendata.arcgis.com/datasets/21b6530828dc4d2484b3a298e6ca71a1_3.zip,http://gis.hennepin.us/arcgis/rest/services/HennepinData/TRANSPORTATION/MapServer/3,MapServer
