@type,title,accessLevel,contactPoint/@type,contactPoint/fn,contactPoint/hasEmail,description,identifier,keyword/0,modified,publisher/@type,publisher/name,distribution/0/@type,distribution/0/downloadURL,distribution/0/mediaType,distribution/0/title,distribution/1/@type,distribution/1/downloadURL,distribution/1/mediaType,distribution/1/title,distribution/2/@type,distribution/2/downloadURL,distribution/2/mediaType,distribution/2/title,distribution/3/@type,distribution/3/downloadURL,distribution/3/mediaType,distribution/3/title,distribution/4/@type,distribution/4/downloadURL,distribution/4/mediaType,distribution/4/title,distribution/5/@type,distribution/5/downloadURL,distribution/5/mediaType,distribution/5/title,distribution/6/@type,distribution/6/downloadURL,distribution/6/mediaType,distribution/6/title,distribution/7/@type,distribution/7/downloadURL,distribution/7/mediaType,distribution/7/title,distribution/8/@type,distribution/8/downloadURL,distribution/8/mediaType,distribution/8/title,distribution/9/@type,distribution/9/downloadURL,distribution/9/mediaType,distribution/9/title,distribution/10/@type,distribution/10/downloadURL,distribution/10/mediaType,distribution/10/title,distribution/11/@type,distribution/11/downloadURL,distribution/11/mediaType,distribution/11/title,keyword/1,distribution/12/@type,distribution/12/downloadURL,distribution/12/mediaType,distribution/12/title,distribution/13/@type,distribution/13/downloadURL,distribution/13/mediaType,distribution/13/title,distribution/14/@type,distribution/14/downloadURL,distribution/14/mediaType,distribution/14/title,distribution/15/@type,distribution/15/downloadURL,distribution/15/mediaType,distribution/15/title,distribution/16/@type,distribution/16/downloadURL,distribution/16/mediaType,distribution/16/title,keyword/2,distribution/17/@type,distribution/17/downloadURL,distribution/17/mediaType,distribution/17/title,distribution/18/@type,distribution/18/downloadURL,distribution/18/mediaType,distribution/18/title,distribution/19/@type,distribution/19/downloadURL,distribution/19/mediaType,distribution/19/title,keyword/3,keyword/4,keyword/5,keyword/6,keyword/7,keyword/8,keyword/9,keyword/10,keyword/11,keyword/12,distribution/20/@type,distribution/20/downloadURL,distribution/20/mediaType,distribution/20/title,distribution/21/@type,distribution/21/downloadURL,distribution/21/mediaType,distribution/21/title,distribution/22/@type,distribution/22/downloadURL,distribution/22/mediaType,distribution/22/title,distribution/23/@type,distribution/23/downloadURL,distribution/23/mediaType,distribution/23/title,distribution/24/@type,distribution/24/downloadURL,distribution/24/mediaType,distribution/24/title,distribution/25/@type,distribution/25/downloadURL,distribution/25/mediaType,distribution/25/title,distribution/26/@type,distribution/26/downloadURL,distribution/26/mediaType,distribution/26/title,distribution/27/@type,distribution/27/downloadURL,distribution/27/mediaType,distribution/27/title,distribution/28/@type,distribution/28/downloadURL,distribution/28/mediaType,distribution/28/title,distribution/29/@type,distribution/29/downloadURL,distribution/29/mediaType,distribution/29/title,distribution/30/@type,distribution/30/downloadURL,distribution/30/mediaType,distribution/30/title,distribution/31/@type,distribution/31/downloadURL,distribution/31/mediaType,distribution/31/title,distribution/32/@type,distribution/32/downloadURL,distribution/32/mediaType,distribution/32/title,distribution/33/@type,distribution/33/downloadURL,distribution/33/mediaType,distribution/33/title,distribution/34/@type,distribution/34/downloadURL,distribution/34/mediaType,distribution/34/title,distribution/35/@type,distribution/35/downloadURL,distribution/35/mediaType,distribution/35/title,distribution/36/@type,distribution/36/downloadURL,distribution/36/mediaType,distribution/36/title,distribution/37/@type,distribution/37/downloadURL,distribution/37/mediaType,distribution/37/title,distribution/38/@type,distribution/38/downloadURL,distribution/38/mediaType,distribution/38/title,distribution/39/@type,distribution/39/downloadURL,distribution/39/mediaType,distribution/39/title
dcat:Dataset,Unified Web Analytics,public,vcard:Contact,Lauren Ancona,mailto:lauren.ancona@phila.gov,"Data powering [analytics.phila.gov](analytics.phila.gov): a public, near-real-time dashboard representing traffic to the City of Philadelphia’s web properties. 

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",0ec7c4ac-b771-44f0-920c-18749ddf7e96,Office of Innovation and Technology,2016-11-28T06:34:40.030253,org:Organization,City of Philadelphia,dcat:Distribution,https://s3.amazonaws.com/analytics.phila.gov/data/realtime.json,application/json,active-users,dcat:Distribution,https://s3.amazonaws.com/analytics.phila.gov/data/today.json,application/json,hourly-today,dcat:Distribution,https://s3.amazonaws.com/analytics.phila.gov/data/devices.json,application/json,devices,dcat:Distribution,https://s3.amazonaws.com/analytics.phila.gov/data/os.json,application/json,operating-system,dcat:Distribution,https://s3.amazonaws.com/analytics.phila.gov/data/windows.json,application/json,windows-version,dcat:Distribution,https://s3.amazonaws.com/analytics.phila.gov/data/browsers.json,application/json,browser,dcat:Distribution,https://s3.amazonaws.com/analytics.phila.gov/data/ie.json,application/json,internet-explorer,dcat:Distribution,https://s3.amazonaws.com/analytics.phila.gov/data/top-pages-realtime.json,application/json,top-20-pages-realtime,dcat:Distribution,https://s3.amazonaws.com/analytics.phila.gov/data/top-domains-7-days.json,application/json,top-20-7-days,dcat:Distribution,https://s3.amazonaws.com/analytics.phila.gov/data/top-domains-30-days.json,application/json,top-20-30-days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dcat:Dataset,Bridge Locations,public,vcard:Contact,Andrew Newell,mailto:andrew.newell@phila.gov,"This layer was developed to aid the Bridge Division in maintaining and referencing the bridges of the City of Philadelphia.  Examples include: routing trucks with height and weight restrictions through out the city, maintenance, and obtaining bridge number.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",650997c2-fbfe-45ec-9a36-77061ba565cc,Streets Department,2016-11-28T06:34:04.403062,org:Organization,City of Philadelphia,dcat:Distribution,http://data.phl.opendata.arcgis.com/datasets/86b01c9fd2224698a43ed8cebfac84ec_0.csv,text/csv,Bridge Locations CSV,dcat:Distribution,http://data.phl.opendata.arcgis.com/datasets/86b01c9fd2224698a43ed8cebfac84ec_0.kml,KML,Bridge Locations KML,dcat:Distribution,http://data.phl.opendata.arcgis.com/datasets/86b01c9fd2224698a43ed8cebfac84ec_0.zip,shp,Bridge Locations SHP,dcat:Distribution,http://data.phl.opendata.arcgis.com/datasets/86b01c9fd2224698a43ed8cebfac84ec_0.geojson,geojson,Bridge Locations GeoJSON,dcat:Distribution,https://www.arcgis.com/home/item.html?id=86b01c9fd2224698a43ed8cebfac84ec,HTML,Bridge Locations Metadata,dcat:Distribution,https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/Bridge_Locations/FeatureServer/0/query?outFields=*&where=1%3D1,api,Bridge Locations GeoService,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dcat:Dataset,Center City Business Improvement District,public,vcard:Contact,Michael Urciuoli,mailto:michael.urciuoli@phila.gov,"Center City District encompasses 120 blocks and more than 4500 individual properties. The mission is to keep Center City clean, safe, and fun.  CCD also makes phyiscal improvements to center city by installing and maintain lighting, signs, banners trees and landscape.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",33919de2-8d40-4343-abda-3d08c3b0a0d3,Police Department,2016-11-28T06:32:40.203512,org:Organization,City of Philadelphia,dcat:Distribution,https://www.arcgis.com/home/item.html?id=95366b115d93443eae4cc6f498cb3ca3,HTML,Center City Business Improvement District Metadata,dcat:Distribution,http://data.phl.opendata.arcgis.com/datasets/95366b115d93443eae4cc6f498cb3ca3_0.csv,text/csv,Center City Business Improvement District CSV,dcat:Distribution,http://data.phl.opendata.arcgis.com/datasets/95366b115d93443eae4cc6f498cb3ca3_0.kml,KML,Center City Business Improvement District KML,dcat:Distribution,http://data.phl.opendata.arcgis.com/datasets/95366b115d93443eae4cc6f498cb3ca3_0.zip,shp,Center City Business Improvement District SHP,dcat:Distribution,http://data.phl.opendata.arcgis.com/datasets/95366b115d93443eae4cc6f498cb3ca3_0.geojson,geojson,Center City Business Improvement District GeoJSON,dcat:Distribution,https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/CCD_BOUNDARY/FeatureServer/0/query?outFields=*&where=1%3D1,api,Center City Business Improvement District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dcat:Dataset,Economic Opportunity Plans,public,vcard:Contact,nicholas.jann@phila.gov,mailto:nicholas.jann@phila.gov,Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/),e1e24754-6873-4408-9686-2f2a9c0901c3,Commerce Department,2017-04-12T15:17:27.015256,org:Organization,City of Philadelphia,dcat:Distribution,http://metadata.phila.gov/#home/datasetdetails/5543868020583086178c4f70/,HTML,Economic Opportunity Plans Metadata,dcat:Distribution,"https://phl.carto.com/api/v2/sql?q=select+*+from+eop_private_np&format=csv&filename=eop_private_np&skipfields=cartodb_id,the_geom,the_geom_webmercator",text/csv,Economic Opportunity Plans Private and Non-profit CSV,dcat:Distribution,https://cityofphiladelphia.github.io/carto-api-explorer/#eop_private_np,api,Economic Opportunity Plans Private and Non-profit API,dcat:Distribution,"https://phl.carto.com/api/v2/sql?q=select+*+from+eop_ohcd_pidc&format=csv&filename=eop_ohcd_pidc&skipfields=cartodb_id,the_geom,the_geom_webmercator",text/csv,Economic Opportunity Plans OHCD & PIDC CSV,dcat:Distribution,https://cityofphiladelphia.github.io/carto-api-explorer/#eop_ohcd_pidc,api,Economic Opportunity Plans OHCD & PIDC API,dcat:Distribution,"https://phl.carto.com/api/v2/sql?q=select+*+from+eop_avi_nonpubworks_pubprop_streets_water&format=csv&filename=eop_avi_nonpubworks_pubprop_streets_water&skipfields=cartodb_id,the_geom,the_geom_webmercator",text/csv,Economic Opportunity Plans Public CSV,dcat:Distribution,https://cityofphiladelphia.github.io/carto-api-explorer/#eop_avi_nonpubworks_pubprop_streets_water,api,Economic Opportunity Plans Public Projects API,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dcat:Dataset,City Plan Boundary,public,vcard:Contact,Andrew Newell,mailto:andrew.newell@phila.gov,"This layer was developed to aid the Surveys Division in planning, modifying and referencing the streets within a city plan of the City of Philadelphia.  Examples include:  building new streets, modifying existing streets, or observing current streets.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",dae034b5-7b21-4829-bf91-dc7d386fe1e8,Streets Department,2016-11-28T06:31:32.053233,org:Organization,City of Philadelphia,dcat:Distribution,http://data.phl.opendata.arcgis.com/datasets/063f5f85ef17468ebfebc1d2498b7daf_0.csv,text/csv,City Plan Boundary CSV,dcat:Distribution,http://data.phl.opendata.arcgis.com/datasets/063f5f85ef17468ebfebc1d2498b7daf_0.kml,KML,City Plan Boundary KML,dcat:Distribution,http://data.phl.opendata.arcgis.com/datasets/063f5f85ef17468ebfebc1d2498b7daf_0.zip,shp,City Plan Boundary SHP,dcat:Distribution,http://data.phl.opendata.arcgis.com/datasets/063f5f85ef17468ebfebc1d2498b7daf_0.geojson,geojson,City Plan Boundary GeoJSON,dcat:Distribution,https://www.arcgis.com/home/item.html?id=063f5f85ef17468ebfebc1d2498b7daf,HTML,City Plan Boundary Metadata,dcat:Distribution,https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/City_Plan_Boundary/FeatureServer/0/query?outFields=*&where=1%3D1,api,City Plan Boundary GeoService,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dcat:Dataset,Basemaps,public,vcard:Contact,Tom Swanson,mailto:tom.swanson@phila.gov,"Branded Basemaps for the City of Philadelphia. Gray, Slate, and Multiple Years of Imagery.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",eb70fd77-0fca-4c85-95bf-3bfe2b83501a,Office of Innovation and Technology,2016-11-28T06:31:02.728753,org:Organization,City of Philadelphia,dcat:Distribution,http://tiles.arcgis.com/tiles/fLeGjb7u4uXqeF9q/arcgis/rest/services/CityBasemap/MapServer,api,Gray City Basemap,dcat:Distribution,http://tiles.arcgis.com/tiles/fLeGjb7u4uXqeF9q/arcgis/rest/services/CityBasemap_Slate/MapServer,api,Slate City Basemap,dcat:Distribution,http://tiles.arcgis.com/tiles/fLeGjb7u4uXqeF9q/arcgis/rest/services/CityImagery_1996_6in/MapServer,api,1996 Aerial Imagery,dcat:Distribution,http://tiles.arcgis.com/tiles/fLeGjb7u4uXqeF9q/arcgis/rest/services/CityImagery_2000_18in/MapServer,api,2000 Aerial Imagery,dcat:Distribution,http://tiles.arcgis.com/tiles/fLeGjb7u4uXqeF9q/arcgis/rest/services/CityImagery_2004_6in/MapServer,api,2004 Aerial Imagery,dcat:Distribution,http://tiles.arcgis.com/tiles/fLeGjb7u4uXqeF9q/arcgis/rest/services/CityImagery_2008_3in/MapServer,api,2008 Aerial Imagery,dcat:Distribution,http://tiles.arcgis.com/tiles/fLeGjb7u4uXqeF9q/arcgis/rest/services/CityImagery_2010_3in/MapServer,api,2010 Aerial Imagery,dcat:Distribution,http://tiles.arcgis.com/tiles/fLeGjb7u4uXqeF9q/arcgis/rest/services/CityImagery_2011_6in_LEAFOFF/MapServer,api,2011 Aerial Imagery (Winter),dcat:Distribution,http://tiles.arcgis.com/tiles/fLeGjb7u4uXqeF9q/arcgis/rest/services/CityImagery_2011_12in_LEAFON/MapServer,api,2011 Aerial Imagery (Summer),dcat:Distribution,http://tiles.arcgis.com/tiles/fLeGjb7u4uXqeF9q/arcgis/rest/services/CityImagery_2012_3in/MapServer,api,2012 Aerial Imagery,dcat:Distribution,http://tiles.arcgis.com/tiles/fLeGjb7u4uXqeF9q/arcgis/rest/services/CityImagery_2014_6in/MapServer,api,2014 Aerial Imagery,dcat:Distribution,http://metadata.phila.gov/#home/datasetdetails/5543864e20583086178c4ea0/representationdetails/55438a919b989a05172d0d1a?ref=view_45_sort%3Dfield_7%7Casc,HTML,Gray City Basemap - Metadata,,dcat:Distribution,http://metadata.phila.gov/#home/datasetdetails/5543864e20583086178c4ea0/representationdetails/55ccfc5856df75d324e9a643/,HTML,Slate City Basemap - Metadata,dcat:Distribution,http://metadata.phila.gov/#home/datasetdetails/5543864e20583086178c4ea0/representationdetails/55d4bf1ef226db4c1f9e6431/,HTML,1996 Aerial Imagery - Metadata,dcat:Distribution,http://metadata.phila.gov/#home/datasetdetails/5543864e20583086178c4ea0/representationdetails/55d4c070327f4b3651ee5821/,HTML,2000 Aerial Imagery - Metadata,dcat:Distribution,http://metadata.phila.gov/#home/datasetdetails/5543864e20583086178c4ea0/representationdetails/55d4c0fd03badd12262eb999/,HTML,2004 Aerial Imagery - Metadata,dcat:Distribution,http://metadata.phila.gov/#home/datasetdetails/5543864e20583086178c4ea0/representationdetails/55d4c3265db63a3f21ae9c4f/,HTML,2008 Aerial Imagery - Metadata,,dcat:Distribution,http://metadata.phila.gov/#home/datasetdetails/5543864e20583086178c4ea0/representationdetails/55d4e2def9f23b67660f7412/,HTML,2010 Aerial Imagery - Metadata,dcat:Distribution,http://metadata.phila.gov/#home/datasetdetails/5543864e20583086178c4ea0/representationdetails/55d62b4a37dd06a72aabb19c/,HTML,2011 Aerial Imagery (Summer) - Metadata,dcat:Distribution,http://metadata.phila.gov/#home/datasetdetails/5543864e20583086178c4ea0/representationdetails/55d62bcab979b5f054132816/,HTML,2011 Aerial Imagery (Winter) - Metadata,,,,,,,,,,,dcat:Distribution,http://metadata.phila.gov/#home/datasetdetails/5543864e20583086178c4ea0/representationdetails/55d62df72f9cfcaf2afcdb8e/,HTML,2012 Aerial Imagery - Metadata,dcat:Distribution,http://metadata.phila.gov/#home/datasetdetails/5543864e20583086178c4ea0/representationdetails/55d62e4decbc279b6b5f42aa/,HTML,2014 Aerial Imagery - Metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dcat:Dataset,Leaf Collection Areas,public,vcard:Contact,Andrew Newell,mailto:andrew.newell@phila.gov,"To identify boundaries for City Leaf Collection Services.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",928e72fd-1ae4-4ab1-b543-e44a8f340cd3,Streets Department,2016-11-28T06:30:22.332796,org:Organization,City of Philadelphia,dcat:Distribution,http://data.phl.opendata.arcgis.com/datasets/c95723cd73884cfabe1ee70a12f82c2d_0.csv,text/csv,Leaf Collection Areas CSV,dcat:Distribution,http://data.phl.opendata.arcgis.com/datasets/c95723cd73884cfabe1ee70a12f82c2d_0.kml,KML,Leaf Collection Areas KML,dcat:Distribution,http://data.phl.opendata.arcgis.com/datasets/c95723cd73884cfabe1ee70a12f82c2d_0.zip,shp,Leaf Collection Areas SHP,dcat:Distribution,http://data.phl.opendata.arcgis.com/datasets/c95723cd73884cfabe1ee70a12f82c2d_0.geojson,geojson,Leaf Collection Areas GeoJSON,dcat:Distribution,https://www.arcgis.com/home/item.html?id=c95723cd73884cfabe1ee70a12f82c2d,HTML,Leaf Collection Areas Metadata,dcat:Distribution,https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/Leaf_Collection_Areas_Arc/FeatureServer/0/query?outFields=*&where=1%3D1,api,Leaf Collection Areas (Polyline) GeoService,dcat:Distribution,https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/Leaf_Collection_Areas/FeatureServer/0/query?outFields=*&where=1%3D1,api,Leaf Collection Areas (Polygon) GeoService,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dcat:Dataset,Street Nodes,public,vcard:Contact,Andrew Newell,mailto:andrew.newell@phila.gov,"The street nodes layer was developed for use by agencies citywide including PWD, PCPC, Police, BRT, Health, etc. 

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",f6aa734a-80b4-465b-b0e1-2d58028224f9,Street Department,2016-11-28T06:30:03.123135,org:Organization,City of Philadelphia,dcat:Distribution,http://data.phl.opendata.arcgis.com/datasets/1c755104f5644b3ca83e770f684c8a37_0.csv,text/csv,Street Nodes CSV,dcat:Distribution,http://data.phl.opendata.arcgis.com/datasets/1c755104f5644b3ca83e770f684c8a37_0.kml,KML,Street Nodes KML,dcat:Distribution,http://data.phl.opendata.arcgis.com/datasets/1c755104f5644b3ca83e770f684c8a37_0.zip,shp,Street Nodes SHP,dcat:Distribution,http://data.phl.opendata.arcgis.com/datasets/1c755104f5644b3ca83e770f684c8a37_0.geojson,geojson,Street Nodes GeoJSON,dcat:Distribution,https://www.arcgis.com/home/item.html?id=1c755104f5644b3ca83e770f684c8a37,HTML,Street Nodes Metadata,dcat:Distribution,https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/Street_Nodes/FeatureServer/0/query?outFields=*&where=1%3D1,api,Street Nodes GeoService,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dcat:Dataset,Street Lane Closures,public,vcard:Contact,Andrew Newell,mailto:andrew.newell@phila.gov,"Street lane closures for general public use. This is the master layer depicting the Lane Closures due to permitted road work. This layer shows the type and purpose of working being done, the effective dates of the permits issued, as well the status of the work.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",6f104010-613e-4f16-8cf1-863929193fd2,Streets Department,2016-11-28T06:29:42.445582,org:Organization,City of Philadelphia,dcat:Distribution,http://www.arcgis.com/home/item.html?id=d1191d5e3e1d4ab29588c5159d7e0772,api,Rest API for Current Closures,dcat:Distribution,http://www.arcgis.com/home/item.html?id=f6fdbabc977d460190e6b53465b16783,api,Rest API for Future Closures,dcat:Distribution,http://data.phl.opendata.arcgis.com/datasets/e10172ebe7964f63830505457c0d7c2a_0.csv,text/csv,Street Lane Closures CSV,dcat:Distribution,http://data.phl.opendata.arcgis.com/datasets/e10172ebe7964f63830505457c0d7c2a_0.kml,KML,Street Lane Closures KML,dcat:Distribution,http://data.phl.opendata.arcgis.com/datasets/e10172ebe7964f63830505457c0d7c2a_0.zip,shp,Street Lane Closures SHP,dcat:Distribution,http://data.phl.opendata.arcgis.com/datasets/e10172ebe7964f63830505457c0d7c2a_0.geojson,geojson,Street Lane Closures GeoJSON,dcat:Distribution,https://www.arcgis.com/home/item.html?id=e10172ebe7964f63830505457c0d7c2a,HTML,Street Lane Closures Metadata,dcat:Distribution,https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/LaneClosure_Master/FeatureServer/0/query?outFields=*&where=1%3D1,api,Street Lane Closures GeoService,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dcat:Dataset,Highway Sections,public,vcard:Contact,Andrew Newell,mailto:andrew.newell@phila.gov,"Update Frequency: As Needed

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",4ce09c33-988a-4131-945a-0e4211c4f704,Streets Department,2016-11-28T06:29:06.072627,org:Organization,City of Philadelphia,dcat:Distribution,http://data.phl.opendata.arcgis.com/datasets/8f183dea97874cb6a1534bfe2d18a315_0.csv,text/csv,Highway Sections CSV,dcat:Distribution,http://data.phl.opendata.arcgis.com/datasets/8f183dea97874cb6a1534bfe2d18a315_0.kml,KML,Highway Sections KML,dcat:Distribution,http://data.phl.opendata.arcgis.com/datasets/8f183dea97874cb6a1534bfe2d18a315_0.zip,shp,Highway Sections SHP,dcat:Distribution,http://data.phl.opendata.arcgis.com/datasets/8f183dea97874cb6a1534bfe2d18a315_0.geojson,geojson,Highway Sections GeoJSON,dcat:Distribution,https://www.arcgis.com/home/item.html?id=8f183dea97874cb6a1534bfe2d18a315,HTML,Highway Sections Metadata,dcat:Distribution,https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/Highway_Sections/FeatureServer/0/query?outFields=*&where=1%3D1,api,Highway Sections GeoService,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dcat:Dataset,Police Divisions,public,vcard:Contact,Michael Urciuoli,mailto:michael.urciuoli@phila.gov,"Police division boundaries.  Divisions are aggregations of police districts.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",513c75f6-753c-42f7-a4ee-f085506bb28e,Police Department,2016-11-28T06:28:06.948868,org:Organization,City of Philadelphia,dcat:Distribution,https://www.arcgis.com/home/item.html?id=4333983fd1e1449ca7fc2d63ad7e0076,HTML,Police Divisions Metadata,dcat:Distribution,http://data.phl.opendata.arcgis.com/datasets/4333983fd1e1449ca7fc2d63ad7e0076_0.csv,text/csv,Police Divisions CSV,dcat:Distribution,http://data.phl.opendata.arcgis.com/datasets/4333983fd1e1449ca7fc2d63ad7e0076_0.kml,KML,Police Divisions KML,dcat:Distribution,http://data.phl.opendata.arcgis.com/datasets/4333983fd1e1449ca7fc2d63ad7e0076_0.zip,shp,Police Divisions SHP,dcat:Distribution,http://data.phl.opendata.arcgis.com/datasets/4333983fd1e1449ca7fc2d63ad7e0076_0.geojson,geojson,Police Divisions GeoJSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dcat:Dataset,Empowerment Zones,public,vcard:Contact,Brian Ivey,mailto:brian.ivey@phila.gov,"Data includes commercial and industrial zones, i.e. areas with specific federal-granted special amenities (tax incentives, loans/grants) meant to attract and support businesses in blighted areas. Blighted areas are defined as meeting one of seven city mandated criteria, including unsafe, unsanitary and inadequate conditions; economically or socially undesirable land use; and faulty street and lot layout.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",96f0c7f6-d344-490e-84ed-8127c4e3d829,Department of Planning and Development,2017-11-20T20:38:25.606149,org:Organization,City of Philadelphia,dcat:Distribution,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=167,HTML,Empowerment Zones,dcat:Distribution,http://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PhiladelphiaEmpowermentZones201201.xml,HTML,Empowerment Zones Text Metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
