@type,identifier,title,description,keyword/0,keyword/1,keyword/2,keyword/3,issued,modified,publisher/name,contactPoint/@type,contactPoint/fn,contactPoint/hasEmail,accessLevel,distribution/0/@type,distribution/0/title,distribution/0/format,distribution/0/mediaType,distribution/0/accessURL,distribution/1/@type,distribution/1/title,distribution/1/format,distribution/1/mediaType,distribution/1/accessURL,distribution/2/@type,distribution/2/title,distribution/2/format,distribution/2/mediaType,distribution/2/downloadURL,distribution/3/@type,distribution/3/title,distribution/3/format,distribution/3/mediaType,distribution/3/downloadURL,landingPage,webService,license,spatial,distribution/4/@type,distribution/4/title,distribution/4/format,distribution/4/mediaType,distribution/4/downloadURL,distribution/5/@type,distribution/5/title,distribution/5/format,distribution/5/mediaType,distribution/5/downloadURL,theme/0,keyword/4,keyword/5,keyword/6,keyword/7
dcat:Dataset,http://opendata.gis.co.scott.mn.us/datasets/6720d3dd0b864d7c9d2e23deb073346c,Minor Basins Map,Minor Basins map showing minor basin locations within Scott County.<br />,Scott County Minnesota,Basins,PDF Maps,,2015-08-11T20:49:26.000Z,2017-01-12T15:35:13.000Z,Scott County Minnesota,vcard:Contact,Patrick Thorsell,mailto:gis@co.scott.mn.us,public,dcat:Distribution,,Web Page,text/html,http://gis.co.scott.mn.us/maps/maps/Community_Development/Minor_Basins.pdf,,,,,,,,,,,,,,,,http://opendata.gis.co.scott.mn.us/datasets/6720d3dd0b864d7c9d2e23deb073346c,http://gis.co.scott.mn.us/maps/maps/Community_Development/Minor_Basins.pdf,http://opendata.gis.co.scott.mn.us/datasets/6720d3dd0b864d7c9d2e23deb073346c/license.json,"-93.726,44.408,-93.276,44.858",,,,,,,,,,,,,,,
dcat:Dataset,http://opendata.gis.co.scott.mn.us/datasets/4781517135184693b1f37d7e793aba6a,Hydric Soils Map,Hydric Soils in Scott County Minnesota.,Scott County Minnesota,Hydric Soils,PDF Maps,Healthy,2015-08-11T20:06:13.000Z,2017-01-12T15:34:59.000Z,Scott County Minnesota,vcard:Contact,Patrick Thorsell,mailto:gis@co.scott.mn.us,public,dcat:Distribution,,Web Page,text/html,http://gis.co.scott.mn.us/maps/maps/Community_Development/Hydric_Soils.pdf,,,,,,,,,,,,,,,,http://opendata.gis.co.scott.mn.us/datasets/4781517135184693b1f37d7e793aba6a,http://gis.co.scott.mn.us/maps/maps/Community_Development/Hydric_Soils.pdf,http://opendata.gis.co.scott.mn.us/datasets/4781517135184693b1f37d7e793aba6a/license.json,"-93.726,44.408,-93.276,44.858",,,,,,,,,,,,,,,
dcat:Dataset,http://opendata.gis.co.scott.mn.us/datasets/cbbcfdf3e84949abbdd176eb23964956,Gully Inventory Map,Gully Inventory map showing gully locations within Scott County.<br />,Scott County Minnesota,Gully,Inventory,PDF Maps,2015-08-11T20:29:14.000Z,2017-01-12T15:34:44.000Z,Scott County Minnesota,vcard:Contact,Patrick Thorsell,mailto:gis@co.scott.mn.us,public,dcat:Distribution,,Web Page,text/html,http://gis.co.scott.mn.us/maps/maps/Community_Development/Gully_Inventory.pdf,,,,,,,,,,,,,,,,http://opendata.gis.co.scott.mn.us/datasets/cbbcfdf3e84949abbdd176eb23964956,http://gis.co.scott.mn.us/maps/maps/Community_Development/Gully_Inventory.pdf,http://opendata.gis.co.scott.mn.us/datasets/cbbcfdf3e84949abbdd176eb23964956/license.json,"-93.726,44.408,-93.276,44.858",,,,,,,,,,,,,,,
dcat:Dataset,http://opendata.gis.co.scott.mn.us/datasets/92d4f860b8584ead8a76e61ebc7af280,Functional Road Classifications Map,Functional Road Classification map showing road classifications within Scott County.,Scott County Minnesota,Roads,PDF Maps,Safe,2015-08-11T21:01:57.000Z,2017-01-12T15:34:32.000Z,Scott County Minnesota,vcard:Contact,Patrick Thorsell,mailto:gis@co.scott.mn.us,public,dcat:Distribution,,Web Page,text/html,http://gis.co.scott.mn.us/maps/maps/Public_Works/Functional_Road_Classifications.pdf,,,,,,,,,,,,,,,,http://opendata.gis.co.scott.mn.us/datasets/92d4f860b8584ead8a76e61ebc7af280,http://gis.co.scott.mn.us/maps/maps/Public_Works/Functional_Road_Classifications.pdf,http://opendata.gis.co.scott.mn.us/datasets/92d4f860b8584ead8a76e61ebc7af280/license.json,"-93.726,44.408,-93.276,44.858",,,,,,,,,,,,Livable,,,
dcat:Dataset,http://opendata.gis.co.scott.mn.us/datasets/6914414c14544e79a489d272c2bd39dc,Filter Strips Map,Filter Strips map showing filter strips within Scott County.,Scott County Minnesota,Filter Strip,PDF Maps,,2015-08-11T20:19:55.000Z,2017-01-12T15:33:38.000Z,Scott County Minnesota,vcard:Contact,Patrick Thorsell,mailto:gis@co.scott.mn.us,public,dcat:Distribution,,Web Page,text/html,http://gis.co.scott.mn.us/maps/maps/Community_Development/Filter_Strips.pdf,,,,,,,,,,,,,,,,http://opendata.gis.co.scott.mn.us/datasets/6914414c14544e79a489d272c2bd39dc,http://gis.co.scott.mn.us/maps/maps/Community_Development/Filter_Strips.pdf,http://opendata.gis.co.scott.mn.us/datasets/6914414c14544e79a489d272c2bd39dc/license.json,"-93.726,44.408,-93.276,44.858",,,,,,,,,,,,,,,
dcat:Dataset,http://opendata.gis.co.scott.mn.us/datasets/970b6f2d9c704b7d91ae2c784fb4be3e,FEMA Flood Plain Map,FEMA Flood Plain map showing flood plain locations within Scott County.,Scott County Minnesota,FEMA,Flood,PDF Maps,2015-08-11T20:30:44.000Z,2017-01-12T15:33:26.000Z,Scott County Minnesota,vcard:Contact,Patrick Thorsell,mailto:gis@co.scott.mn.us,public,dcat:Distribution,,Web Page,text/html,http://gis.co.scott.mn.us/maps/maps/Community_Development/FEMA_Flood_Plain.pdf,,,,,,,,,,,,,,,,http://opendata.gis.co.scott.mn.us/datasets/970b6f2d9c704b7d91ae2c784fb4be3e,http://gis.co.scott.mn.us/maps/maps/Community_Development/FEMA_Flood_Plain.pdf,http://opendata.gis.co.scott.mn.us/datasets/970b6f2d9c704b7d91ae2c784fb4be3e/license.json,"-93.726,44.408,-93.276,44.858",,,,,,,,,,,,Safe,Livable,,
dcat:Dataset,http://opendata.gis.co.scott.mn.us/datasets/38ddaa84dcda4eb0a3d3f51ed57c1298,Electric Service Areas Map,Electric Service Areas map showing electric service areas within Scott County.<br />,Scott County Minnesota,Electric Service Areas,PDF Maps,Utilities,2015-08-11T21:14:07.000Z,2017-01-12T15:33:05.000Z,Scott County Minnesota,vcard:Contact,Patrick Thorsell,mailto:gis@co.scott.mn.us,public,dcat:Distribution,,Web Page,text/html,http://gis.co.scott.mn.us/maps/maps/Public_Works/Electric_Service_Areas.pdf,,,,,,,,,,,,,,,,http://opendata.gis.co.scott.mn.us/datasets/38ddaa84dcda4eb0a3d3f51ed57c1298,http://gis.co.scott.mn.us/maps/maps/Public_Works/Electric_Service_Areas.pdf,http://opendata.gis.co.scott.mn.us/datasets/38ddaa84dcda4eb0a3d3f51ed57c1298/license.json,"-93.726,44.408,-93.276,44.858",,,,,,,,,,,,Livable,,,
dcat:Dataset,http://opendata.gis.co.scott.mn.us/datasets/4b530484097f420c908565538553c05b,Ditch Inventory Map,Ditch Inventory map showing ditch locations in Scott County.,Scott County Minnesota,Ditch,PDF Maps,,2015-08-11T20:16:56.000Z,2017-01-12T15:32:42.000Z,Scott County Minnesota,vcard:Contact,Patrick Thorsell,mailto:gis@co.scott.mn.us,public,dcat:Distribution,,Web Page,text/html,http://gis.co.scott.mn.us/maps/maps/Community_Development/Ditch_Inventory.pdf,,,,,,,,,,,,,,,,http://opendata.gis.co.scott.mn.us/datasets/4b530484097f420c908565538553c05b,http://gis.co.scott.mn.us/maps/maps/Community_Development/Ditch_Inventory.pdf,http://opendata.gis.co.scott.mn.us/datasets/4b530484097f420c908565538553c05b/license.json,"-93.726,44.408,-93.276,44.858",,,,,,,,,,,,,,,
dcat:Dataset,http://opendata.gis.co.scott.mn.us/datasets/3eec13b4b5b14bb792bccf1b6e4c61a4,Digital Elevation Model Map,"Digital Elevation Model of Scott County, Minnesota.",Scott County Minnesota,Digital Elevation Model,DEM,PDF Maps,2015-08-11T18:29:02.000Z,2017-01-12T15:32:25.000Z,Scott County Minnesota,vcard:Contact,Patrick Thorsell,mailto:gis@co.scott.mn.us,public,dcat:Distribution,,Web Page,text/html,http://gis.co.scott.mn.us/maps/maps/Community_Development/Digital_Elevation_Model.pdf,,,,,,,,,,,,,,,,http://opendata.gis.co.scott.mn.us/datasets/3eec13b4b5b14bb792bccf1b6e4c61a4,http://gis.co.scott.mn.us/maps/maps/Community_Development/Digital_Elevation_Model.pdf,http://opendata.gis.co.scott.mn.us/datasets/3eec13b4b5b14bb792bccf1b6e4c61a4/license.json,"-93.726,44.408,-93.276,44.858",,,,,,,,,,,,,,,
dcat:Dataset,http://opendata.gis.co.scott.mn.us/datasets/3be80f37e9734bef9c7c7c086cc8fe59,Cultivated Land Map,Cultivated Land map showing cultivated land locations within Scott County.<br />,Scott County Minnesota,Cultivated Land,PDF Maps,Healthy,2015-08-11T20:54:04.000Z,2017-01-12T15:32:10.000Z,Scott County Minnesota,vcard:Contact,Patrick Thorsell,mailto:gis@co.scott.mn.us,public,dcat:Distribution,,Web Page,text/html,http://gis.co.scott.mn.us/maps/maps/Community_Development/Cultivated_Land.pdf,,,,,,,,,,,,,,,,http://opendata.gis.co.scott.mn.us/datasets/3be80f37e9734bef9c7c7c086cc8fe59,http://gis.co.scott.mn.us/maps/maps/Community_Development/Cultivated_Land.pdf,http://opendata.gis.co.scott.mn.us/datasets/3be80f37e9734bef9c7c7c086cc8fe59/license.json,"-93.726,44.408,-93.276,44.858",,,,,,,,,,,,,,,
dcat:Dataset,http://opendata.gis.co.scott.mn.us/datasets/3fc77345eb3d4b4c9751d59dfb342170,County Wetland Inventory Map,County Wetland Inventory map showing wetlands within Scott County.<br />,Scott County Minnesota,Wetland,Inventory,PDF Maps,2015-08-11T20:50:51.000Z,2017-01-12T15:31:52.000Z,Scott County Minnesota,vcard:Contact,Patrick Thorsell,mailto:gis@co.scott.mn.us,public,dcat:Distribution,,Web Page,text/html,http://gis.co.scott.mn.us/maps/maps/Community_Development/County_Wetland_Inventory.pdf,,,,,,,,,,,,,,,,http://opendata.gis.co.scott.mn.us/datasets/3fc77345eb3d4b4c9751d59dfb342170,http://gis.co.scott.mn.us/maps/maps/Community_Development/County_Wetland_Inventory.pdf,http://opendata.gis.co.scott.mn.us/datasets/3fc77345eb3d4b4c9751d59dfb342170/license.json,"-93.726,44.408,-93.276,44.858",,,,,,,,,,,,Healthy,,,
dcat:Dataset,http://opendata.gis.co.scott.mn.us/datasets/cdf5946573a44ef4a94ec4159a8fdb60,Contours,"This is a link to the MNTopo website, which allows users to view and download high resolution elevation contours within the state of Minnesota.",Scott County Minnesota,Elevation,Contours,Natural,2016-08-03T21:31:42.000Z,2017-01-12T15:31:21.000Z,Scott County Minnesota,vcard:Contact,Patrick Thorsell,mailto:gis@co.scott.mn.us,public,dcat:Distribution,,Web Page,text/html,http://www.dnr.state.mn.us/maps/mntopo/index.html,,,,,,,,,,,,,,,,http://opendata.gis.co.scott.mn.us/datasets/cdf5946573a44ef4a94ec4159a8fdb60,http://www.dnr.state.mn.us/maps/mntopo/index.html,http://opendata.gis.co.scott.mn.us/datasets/cdf5946573a44ef4a94ec4159a8fdb60/license.json,"-180.0,-90.0,180.0,90.0",,,,,,,,,,,,,,,
dcat:Dataset,http://opendata.gis.co.scott.mn.us/datasets/a86028e2833e4a5fb2994ed86737d5a4,Conservation Reserve Enhancement Program Map,"Conservation Reserve Enhancement Program map of Scott County, Minnesota.<br />",Scott County Minnesota,Conservation,PDF Maps,Healthy,2015-08-11T18:30:44.000Z,2017-01-12T15:31:08.000Z,Scott County Minnesota,vcard:Contact,Patrick Thorsell,mailto:gis@co.scott.mn.us,public,dcat:Distribution,,Web Page,text/html,http://gis.co.scott.mn.us/maps/maps/Community_Development/Conservation_Reserve_Enhancement_Program.pdf,,,,,,,,,,,,,,,,http://opendata.gis.co.scott.mn.us/datasets/a86028e2833e4a5fb2994ed86737d5a4,http://gis.co.scott.mn.us/maps/maps/Community_Development/Conservation_Reserve_Enhancement_Program.pdf,http://opendata.gis.co.scott.mn.us/datasets/a86028e2833e4a5fb2994ed86737d5a4/license.json,"-93.726,44.408,-93.276,44.858",,,,,,,,,,,,Livable,,,
dcat:Dataset,http://opendata.gis.co.scott.mn.us/datasets/496b92e22308457c9406ca09241e39d1,Boat Landings Map,Boat Landings map showing boat landing locations within Scott County.<br />,Scott County Minnesota,Boat Landings,PDF Maps,Livable,2015-08-11T20:59:37.000Z,2017-01-12T15:29:57.000Z,Scott County Minnesota,vcard:Contact,Patrick Thorsell,mailto:gis@co.scott.mn.us,public,dcat:Distribution,,Web Page,text/html,http://gis.co.scott.mn.us/maps/maps/Public_Works/Boat_Landings.pdf,,,,,,,,,,,,,,,,http://opendata.gis.co.scott.mn.us/datasets/496b92e22308457c9406ca09241e39d1,http://gis.co.scott.mn.us/maps/maps/Public_Works/Boat_Landings.pdf,http://opendata.gis.co.scott.mn.us/datasets/496b92e22308457c9406ca09241e39d1/license.json,"-93.726,44.408,-93.276,44.858",,,,,,,,,,,,,,,
dcat:Dataset,http://opendata.gis.co.scott.mn.us/datasets/06bee7207cb94c54810623684fa102e1,2030 Comprehensive Landuse Plan Map,"Scott County Comprehensive Plan, 2030 land use.",Scott County Minnesota,Landuse,Livable,PDF Maps,2015-12-02T22:10:25.000Z,2017-01-12T15:29:36.000Z,Scott County Minnesota,vcard:Contact,Patrick Thorsell,mailto:gis@co.scott.mn.us,public,dcat:Distribution,,Web Page,text/html,http://gis.co.scott.mn.us/maps/maps/Community_Development/2030_Landuse.pdf,,,,,,,,,,,,,,,,http://opendata.gis.co.scott.mn.us/datasets/06bee7207cb94c54810623684fa102e1,http://gis.co.scott.mn.us/maps/maps/Community_Development/2030_Landuse.pdf,http://opendata.gis.co.scott.mn.us/datasets/06bee7207cb94c54810623684fa102e1/license.json,"-93.726,44.408,-93.276,44.858",,,,,,,,,,,,,,,
dcat:Dataset,http://opendata.gis.co.scott.mn.us/datasets/052d3070821f45e59eac93bf3eeb77c2,2016 County Highway Map (Front),"Detailed
 highway map of Scott County. This is the front of the map showing the 
locations of highways, townships, lakes, rivers, etc...",Scott County Minnesota,Highway,Roads,PDF Maps,2016-09-07T19:40:37.000Z,2017-01-12T15:29:17.000Z,Scott County Minnesota,vcard:Contact,Patrick Thorsell,mailto:gis@co.scott.mn.us,public,dcat:Distribution,,Web Page,text/html,http://gis.co.scott.mn.us/maps/maps/Public_Works/Front2016.pdf,,,,,,,,,,,,,,,,http://opendata.gis.co.scott.mn.us/datasets/052d3070821f45e59eac93bf3eeb77c2,http://gis.co.scott.mn.us/maps/maps/Public_Works/Front2016.pdf,http://opendata.gis.co.scott.mn.us/datasets/052d3070821f45e59eac93bf3eeb77c2/license.json,"-180.0,-90.0,180.0,90.0",,,,,,,,,,,,,,,
dcat:Dataset,http://opendata.gis.co.scott.mn.us/datasets/3e0b750a0ae94498b60019d72cddcf46,2016 County Highway Map (Back),"Detailed
 highway map of Scott County. This is the front of the map showing the 
locations of highways, townships, lakes, rivers, etc...",Scott County Minnesota,Highway,Roads,PDF Maps,2016-09-07T19:37:35.000Z,2017-01-12T15:29:03.000Z,Scott County Minnesota,vcard:Contact,Patrick Thorsell,mailto:gis@co.scott.mn.us,public,dcat:Distribution,,Web Page,text/html,http://gis.co.scott.mn.us/maps/maps/Public_Works/Back2016.pdf,,,,,,,,,,,,,,,,http://opendata.gis.co.scott.mn.us/datasets/3e0b750a0ae94498b60019d72cddcf46,http://gis.co.scott.mn.us/maps/maps/Public_Works/Back2016.pdf,http://opendata.gis.co.scott.mn.us/datasets/3e0b750a0ae94498b60019d72cddcf46/license.json,"-180.0,-90.0,180.0,90.0",,,,,,,,,,,,,,,
dcat:Dataset,http://opendata.gis.co.scott.mn.us/datasets/5ba7fdf4df8f456c9fe0dca6e675d8e7,2014 County Highway Map (Front),"Detailed highway map of Scott County. This is the front of the map showing the locations of highways, townships, lakes, rivers, etc...",Scott County Minnesota,Highway,Roads,PDF Maps,2015-08-11T18:15:13.000Z,2017-01-12T15:28:52.000Z,Scott County Minnesota,vcard:Contact,Patrick Thorsell,mailto:gis@co.scott.mn.us,public,dcat:Distribution,,Web Page,text/html,http://gis.co.scott.mn.us/maps/maps/Public_Works/Front2014.pdf,,,,,,,,,,,,,,,,http://opendata.gis.co.scott.mn.us/datasets/5ba7fdf4df8f456c9fe0dca6e675d8e7,http://gis.co.scott.mn.us/maps/maps/Public_Works/Front2014.pdf,http://opendata.gis.co.scott.mn.us/datasets/5ba7fdf4df8f456c9fe0dca6e675d8e7/license.json,"-93.726,44.408,-93.276,44.858",,,,,,,,,,,,Livable,,,
dcat:Dataset,http://opendata.gis.co.scott.mn.us/datasets/94a02deedb9c4c0b8c6454a2cc84cdb6,2014 County Highway Map (Back),"Detailed
 highway map of Scott County. This is the back of the map showing a detailed view of the following cities: Belle Plaine, Elko New Market, Jordan, New Prague, Prior Lake, Savage, Shakopee.<br />",Scott County Minnesota,Highway,Roads,PDF Maps,2015-08-11T18:22:59.000Z,2017-01-12T15:28:37.000Z,Scott County Minnesota,vcard:Contact,Patrick Thorsell,mailto:gis@co.scott.mn.us,public,dcat:Distribution,,Web Page,text/html,http://gis.co.scott.mn.us/maps/maps/Public_Works/Back2014.pdf,,,,,,,,,,,,,,,,http://opendata.gis.co.scott.mn.us/datasets/94a02deedb9c4c0b8c6454a2cc84cdb6,http://gis.co.scott.mn.us/maps/maps/Public_Works/Back2014.pdf,http://opendata.gis.co.scott.mn.us/datasets/94a02deedb9c4c0b8c6454a2cc84cdb6/license.json,"-93.726,44.408,-93.276,44.858",,,,,,,,,,,,Livable,,,
dcat:Dataset,http://opendata.gis.co.scott.mn.us/datasets/290a2c0997344178bff826e294e79589,2008-2017 Transportation Improvement Program Map,2008-2017 Transportation Improvement Program map showing plans for road improvements within Scott County.<br />,Scott County Minnesota,Roads,Transportation,PDF Maps,2015-08-11T21:07:16.000Z,2017-01-12T15:28:18.000Z,Scott County Minnesota,vcard:Contact,Patrick Thorsell,mailto:gis@co.scott.mn.us,public,dcat:Distribution,,Web Page,text/html,http://gis.co.scott.mn.us/maps/maps/Public_Works/2008-2017_Transportation_Improvement_Program.pdf,,,,,,,,,,,,,,,,http://opendata.gis.co.scott.mn.us/datasets/290a2c0997344178bff826e294e79589,http://gis.co.scott.mn.us/maps/maps/Public_Works/2008-2017_Transportation_Improvement_Program.pdf,http://opendata.gis.co.scott.mn.us/datasets/290a2c0997344178bff826e294e79589/license.json,"-93.726,44.408,-93.276,44.858",,,,,,,,,,,,Safe,Livable,,
dcat:Dataset,http://opendata.gis.co.scott.mn.us/datasets/13b763b0f6564a5cbda513b7ccc2fa8a,10 Foot Topography Map,"10 foot topography map of Scott County, Minnesota. ",Scott County Minnesota,Contours,Topography,PDF Maps,2015-08-11T18:27:12.000Z,2017-01-12T15:28:02.000Z,Scott County Minnesota,vcard:Contact,Patrick Thorsell,mailto:gis@co.scott.mn.us,public,dcat:Distribution,,Web Page,text/html,http://gis.co.scott.mn.us/maps/maps/Community_Development/10_Foot_Topo.pdf,,,,,,,,,,,,,,,,http://opendata.gis.co.scott.mn.us/datasets/13b763b0f6564a5cbda513b7ccc2fa8a,http://gis.co.scott.mn.us/maps/maps/Community_Development/10_Foot_Topo.pdf,http://opendata.gis.co.scott.mn.us/datasets/13b763b0f6564a5cbda513b7ccc2fa8a/license.json,"-93.726,44.408,-93.276,44.858",,,,,,,,,,,,Livable,,,
dcat:Dataset,http://opendata.gis.co.scott.mn.us/datasets/402cdc5c6f2a425cb818f81315561d9b,Commissioner District Map,"Commissioner Districts within Scott County. Approved by the Scott County Board in May, 2012.<br />",Scott County Minnesota,Commissioner,PDF Maps,Livable,2015-08-11T20:08:51.000Z,2017-01-12T15:26:16.000Z,Scott County Minnesota,vcard:Contact,Patrick Thorsell,mailto:gis@co.scott.mn.us,public,dcat:Distribution,,Web Page,text/html,http://gis.co.scott.mn.us/maps/maps/Administration/Final_approved_2012_Commissioner_District_map.pdf,,,,,,,,,,,,,,,,http://opendata.gis.co.scott.mn.us/datasets/402cdc5c6f2a425cb818f81315561d9b,http://gis.co.scott.mn.us/maps/maps/Administration/Final_approved_2012_Commissioner_District_map.pdf,http://opendata.gis.co.scott.mn.us/datasets/402cdc5c6f2a425cb818f81315561d9b/license.json,"-93.726,44.408,-93.276,44.858",,,,,,,,,,,,,,,
dcat:Dataset,http://opendata.gis.co.scott.mn.us/datasets/26659cd8ba5949abbf9faf973584fc9b_0,Sections,"This dataset contains Public Land Survey System sections within Scott County. Attributes include Township, Range, and Section. This data is maintained by the Scott County Survey Department.",Scott County Minnesota, Sections, PLSS, Administrative,2016-08-10T21:09:29.000Z,2016-08-10T21:10:41.143Z,Scott County Minnesota,vcard:Contact,Patrick Thorsell,mailto:gis@co.scott.mn.us,public,dcat:Distribution,ArcGIS Open Dataset,Web page,text/html,http://opendata.gis.co.scott.mn.us/datasets/26659cd8ba5949abbf9faf973584fc9b_0,dcat:Distribution,Esri Rest API,Esri REST,application/json,https://services.arcgis.com/DqIh9WAsIZcPlBEF/arcgis/rest/services/Sections/FeatureServer/0,dcat:Distribution,GeoJSON,GeoJSON,application/vnd.geo+json,http://opendata.gis.co.scott.mn.us/datasets/26659cd8ba5949abbf9faf973584fc9b_0.geojson,dcat:Distribution,CSV,CSV,text/csv,http://opendata.gis.co.scott.mn.us/datasets/26659cd8ba5949abbf9faf973584fc9b_0.csv,http://opendata.gis.co.scott.mn.us/datasets/26659cd8ba5949abbf9faf973584fc9b_0,https://services.arcgis.com/DqIh9WAsIZcPlBEF/arcgis/rest/services/Sections/FeatureServer/0,http://opendata.gis.co.scott.mn.us/datasets/26659cd8ba5949abbf9faf973584fc9b_0/license.json,"-93.92122874387799,44.486275469541546,-93.26014318629115,44.86567974952462",dcat:Distribution,KML,KML,application/vnd.google-earth.kml+xml,http://opendata.gis.co.scott.mn.us/datasets/26659cd8ba5949abbf9faf973584fc9b_0.kml,dcat:Distribution,Shapefile,ZIP,application/zip,http://opendata.gis.co.scott.mn.us/datasets/26659cd8ba5949abbf9faf973584fc9b_0.zip,geospatial,,,,
dcat:Dataset,http://opendata.gis.co.scott.mn.us/datasets/10fd1abde8da48f3901ec03abadc4379_0,Zoning,Scott County Zoning. Zoning data falls into 1 of 12 categories: A-1 = Agricultural Preservation District A-2 = Agricultural Woodlands District A-3 = Agricultural Preservation Density District C-1 = General Commercial District I-1 = Rural Industrial District RR-1 = Rural Residential Reserve District RR-1C = Rural Residential Reserve Cluster District RR-2 = Rural Residential Single Family District RR-3 = Residential Suburban Single Family District UBR = Urban Business Reserve District UER = Urban Expansion Reserve District UERC = Urban Expansion Reserve Cluster District UTR = Urban Transition Reserve District UTR-C = Urban Transition Reserve Cluster District,Scott County Minnesota,Zoning,Property,,2016-06-14T21:43:39.000Z,2016-06-14T21:48:36.895Z,Scott County Minnesota,vcard:Contact,Patrick Thorsell,mailto:gis@co.scott.mn.us,public,dcat:Distribution,ArcGIS Open Dataset,Web page,text/html,http://opendata.gis.co.scott.mn.us/datasets/10fd1abde8da48f3901ec03abadc4379_0,dcat:Distribution,Esri Rest API,Esri REST,application/json,https://services.arcgis.com/DqIh9WAsIZcPlBEF/arcgis/rest/services/Zoning/FeatureServer/0,dcat:Distribution,GeoJSON,GeoJSON,application/vnd.geo+json,http://opendata.gis.co.scott.mn.us/datasets/10fd1abde8da48f3901ec03abadc4379_0.geojson,dcat:Distribution,CSV,CSV,text/csv,http://opendata.gis.co.scott.mn.us/datasets/10fd1abde8da48f3901ec03abadc4379_0.csv,http://opendata.gis.co.scott.mn.us/datasets/10fd1abde8da48f3901ec03abadc4379_0,https://services.arcgis.com/DqIh9WAsIZcPlBEF/arcgis/rest/services/Zoning/FeatureServer/0,http://opendata.gis.co.scott.mn.us/datasets/10fd1abde8da48f3901ec03abadc4379_0/license.json,"-93.91255350399832,44.54225436161961,-93.27781824326215,44.799677224882764",dcat:Distribution,KML,KML,application/vnd.google-earth.kml+xml,http://opendata.gis.co.scott.mn.us/datasets/10fd1abde8da48f3901ec03abadc4379_0.kml,dcat:Distribution,Shapefile,ZIP,application/zip,http://opendata.gis.co.scott.mn.us/datasets/10fd1abde8da48f3901ec03abadc4379_0.zip,geospatial,,,,
dcat:Dataset,http://opendata.gis.co.scott.mn.us/datasets/6c8cceb230ba49539510d1790efc99ed_0,Bluff Overlay,Bluffs within Scott County.,Scott County Minnesota,Bluffs,Natural,,2016-04-08T18:20:22.000Z,2016-04-08T18:24:51.696Z,Scott County Minnesota,vcard:Contact,Patrick Thorsell,mailto:gis@co.scott.mn.us,public,dcat:Distribution,ArcGIS Open Dataset,Web page,text/html,http://opendata.gis.co.scott.mn.us/datasets/6c8cceb230ba49539510d1790efc99ed_0,dcat:Distribution,Esri Rest API,Esri REST,application/json,https://services.arcgis.com/DqIh9WAsIZcPlBEF/arcgis/rest/services/Bluff_Overlay/FeatureServer/0,dcat:Distribution,GeoJSON,GeoJSON,application/vnd.geo+json,http://opendata.gis.co.scott.mn.us/datasets/6c8cceb230ba49539510d1790efc99ed_0.geojson,dcat:Distribution,CSV,CSV,text/csv,http://opendata.gis.co.scott.mn.us/datasets/6c8cceb230ba49539510d1790efc99ed_0.csv,http://opendata.gis.co.scott.mn.us/datasets/6c8cceb230ba49539510d1790efc99ed_0,https://services.arcgis.com/DqIh9WAsIZcPlBEF/arcgis/rest/services/Bluff_Overlay/FeatureServer/0,http://opendata.gis.co.scott.mn.us/datasets/6c8cceb230ba49539510d1790efc99ed_0/license.json,"-93.89401455348894,44.5423071814825,-93.28114968593015,44.77720277070464",dcat:Distribution,KML,KML,application/vnd.google-earth.kml+xml,http://opendata.gis.co.scott.mn.us/datasets/6c8cceb230ba49539510d1790efc99ed_0.kml,dcat:Distribution,Shapefile,ZIP,application/zip,http://opendata.gis.co.scott.mn.us/datasets/6c8cceb230ba49539510d1790efc99ed_0.zip,geospatial,,,,
