identifier,code,title,alternativeTitle,description,genre,subject,format,type,geometryType,dateIssued,temporalCoverage,Date,spatialCoverage,spatial,provenance,isPartOf,publisher,creator,landingPage,downloadURL,webService,metadataURL,serverType,keywords
066c8bba28c2489b834633cf4474db54,12b-097,Antioch Community Consolidated School Dictrict 34,,Antioch Community Consolidated School Dictrict 34,Flagged,,PDF,,,2018-08-15T17:13:55.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/066c8bba28c2489b834633cf4474db54,,https://maps.lakecountyil.gov/Output/DistrictMaps/schl/antiochcommunityconsolidatedschooldistrict34.pdf,,,Lake County Illinois|PDF|Printed Maps|Individual District Map|Elementary School Districts
e9caa022e7904071b5d1b2e1b3305e08,12b-097,Beach Park Special Service Area 6,,Beach Park Special Service Area 6,Flagged,,PDF,,,2018-08-15T17:19:24.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/e9caa022e7904071b5d1b2e1b3305e08,,https://maps.lakecountyil.gov/Output/DistrictMaps/spec/BeachParkSpecialServiceArea6.pdf,,,Lake County Illinois|PDF|Printed Maps|Individual District Map|Special Service Areas
322a9bc571a04f2b99b8869723c47550,12b-097,Gurnee Fire Department,,Gurnee Fire Department,Flagged,,PDF,,,2018-08-15T16:38:40.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/322a9bc571a04f2b99b8869723c47550,,https://maps.lakecountyil.gov/Output/DistrictMaps/fire/GurneeFireDepartment.pdf,,,Lake County Illinois|PDF|Printed Maps|Individual District Map|Fire Protection Districts
360942a9c67f49858a28a80c8ac9874a,12b-097,Bannockburn Special Service Area 2,,Bannockburn Special Service Area 2,Flagged,,PDF,,,2018-08-15T17:18:16.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/360942a9c67f49858a28a80c8ac9874a,,https://maps.lakecountyil.gov/Output/DistrictMaps/spec/BannockburnSpecialServiceArea2.pdf,,,Lake County Illinois|PDF|Printed Maps|Individual District Map|Special Service Areas
6b8c4726669a4d4883005b90ba9a467b,12b-097,Benon Township Election Precincts,,Benon Township Election Precincts,Flagged,,PDF,,,2018-08-15T17:30:16.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/6b8c4726669a4d4883005b90ba9a467b,,https://maps.lakecountyil.gov/Output/DistrictMaps/twppcts/bentpcts.pdf,,,Lake County Illinois|PDF|Printed Maps|PoliticalElection Map|Election Precincts
ece8b889e725462a89c71eaa32f4c80e,12b-097,City of Lake Forest,,City of Lake Forest,Flagged,,PDF,,,2018-08-15T16:33:17.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/ece8b889e725462a89c71eaa32f4c80e,,https://maps.lakecountyil.gov/Output/DistrictMaps/city/CityofLakeForest.pdf,,,Lake County Illinois|PDF|Printed Maps|Individual District Map|City and Village Boundaries
94f951abdb1940ffa2c33b97f543ff53,12b-097,Election Precinct 113,,Election Precinct 113,Flagged,,PDF,,,2018-08-15T16:49:36.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/94f951abdb1940ffa2c33b97f543ff53,,https://maps.lakecountyil.gov/Output/DistrictMaps/pcts/113.pdf,,,Lake County Illinois|PDF|Printed Maps|PoliticalElection Map|Election Precincts
c19ee4f5228248b0911b82500afaf7df,12b-097,County Board District 3,,County Board District 3,Flagged,,PDF,,,2018-08-15T16:30:38.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/c19ee4f5228248b0911b82500afaf7df,,https://maps.lakecountyil.gov/Output/DistrictMaps/bord/cboard3.pdf,,,Lake County Illinois|PDF|Printed Maps|PoliticalElection Map|County Board
ad23eb6d655e41d1b31886c3b3ccdb4d,12b-097,Election Precinct 245,,Election Precinct 245,Flagged,,PDF,,,2018-08-15T16:57:16.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/ad23eb6d655e41d1b31886c3b3ccdb4d,,https://maps.lakecountyil.gov/Output/DistrictMaps/pcts/245.pdf,,,Lake County Illinois|PDF|Printed Maps|PoliticalElection Map|Election Precincts
ae6f0f615a9243e99317905e7e0f6ba9,12b-097,Election Precinct 287,,Election Precinct 287,Flagged,,PDF,,,2018-08-15T16:59:36.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/ae6f0f615a9243e99317905e7e0f6ba9,,https://maps.lakecountyil.gov/Output/DistrictMaps/pcts/287.pdf,,,Lake County Illinois|PDF|Printed Maps|PoliticalElection Map|Election Precincts
59f63a20dc064db88c511295f3c746ce_5,12b-097,Fox Waterway Agency Boundaries,,"Download In State Plane Projection Here.?Lake County portion of the Fox Waterway Agency boundaries as
described by the Fox Waterway Agency Act legislation.

Update Frequency:
This dataset is updated on a weekly basis.",Geospatial data,,Shapefile,Dataset|Service,Vector,2016-11-21T21:39:09.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-88.2001,42.1539,-88.003,42.496",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/59f63a20dc064db88c511295f3c746ce_5,http://data-lakecountyil.opendata.arcgis.com/datasets/59f63a20dc064db88c511295f3c746ce_5.zip,https://services3.arcgis.com/HESxeTbDliKKvec2/arcgis/rest/services/LakeCounty_TaxDistricts/FeatureServer/5,,FeatureServer,Lake County Illinois|Water|Environmental Health|Fox Waterway|Tax Districts|Tax Districts spatial data|Health spatial data
43064195e536454392c11a6336e0b3ad,12b-097,Election Precinct 227,,Election Precinct 227,Flagged,,PDF,,,2018-08-15T16:56:14.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/43064195e536454392c11a6336e0b3ad,,https://maps.lakecountyil.gov/Output/DistrictMaps/pcts/227.pdf,,,Lake County Illinois|PDF|Printed Maps|PoliticalElection Map|Election Precincts
b3cba6ebc83941e282aa2139be24411e,12b-097,Election Precinct 75,,Election Precinct 75,Flagged,,PDF,,,2018-08-15T16:47:29.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/b3cba6ebc83941e282aa2139be24411e,,https://maps.lakecountyil.gov/Output/DistrictMaps/pcts/075.pdf,,,Lake County Illinois|PDF|Printed Maps|PoliticalElection Map|Election Precincts
3aff0d9a3dd549c5a10e4dea671aa437,12b-097,Election Precinct 222,,Election Precinct 222,Flagged,,PDF,,,2018-08-15T16:55:57.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/3aff0d9a3dd549c5a10e4dea671aa437,,https://maps.lakecountyil.gov/Output/DistrictMaps/pcts/222.pdf,,,Lake County Illinois|PDF|Printed Maps|PoliticalElection Map|Election Precincts
f7db8e99ebd144d880bca7c9cdc602b3,12b-097,Election Precinct 342,,Election Precinct 342,Flagged,,PDF,,,2018-08-15T17:02:52.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/f7db8e99ebd144d880bca7c9cdc602b3,,https://maps.lakecountyil.gov/Output/DistrictMaps/pcts/342.pdf,,,Lake County Illinois|PDF|Printed Maps|PoliticalElection Map|Election Precincts
5180b2715d50438799c0beed1b3adaf6,12b-097,Election Precinct 161,,Election Precinct 161,Flagged,,PDF,,,2018-08-15T16:52:26.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/5180b2715d50438799c0beed1b3adaf6,,https://maps.lakecountyil.gov/Output/DistrictMaps/pcts/161.pdf,,,Lake County Illinois|PDF|Printed Maps|PoliticalElection Map|Election Precincts
fdadb6b00d514b77838654d5aedc7091,12b-097,County Board District 4 Precinct Book,,County Board District 4 Precinct Book,Flagged,,PDF,,,2018-08-15T16:32:34.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/fdadb6b00d514b77838654d5aedc7091,,https://maps.lakecountyil.gov/Output/DistrictMaps/bord/CB_Dist4_PrecinctBook.pdf,,,Lake County Illinois|PDF|Printed Maps|PoliticalElection Map|County Board
db86caff62624a9182a6809dffdaf8af,12b-097,1997 Lake County Aerial,,"This two foot pixel photography was captured Spring 1997. The scale of the photography is 1 - 2000 (1:1666). The files are provided in JPEG2000, an open format supported by most GIS and CAD software packages. The image is georeferenced to the Illinois State Plane, Eastern Zone, using the NAD83 HARN horizontal datum.",error,,error,error,,2018-02-01T20:04:37.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/db86caff62624a9182a6809dffdaf8af,error,https://s3.amazonaws.com/lakecountygis-public/aerials/LakeCounty1997Aerials.zip,,,Orthophotography|Orthophoto|Orthoimagery|Digital orthophoto|Digital orthorectified imagery|Digital orthoimagery|High resolution orthoimagery|Imagery|Aerial photography|Satellite imagery|Air imagery|Historic aerial imagery|Color aerial imagery|Air Photo|1997
53d61747c3bd4038976e2e43f1fdd686,12b-097,Shields Township Election Precincts,,Shields Township Election Precincts,Flagged,,PDF,,,2018-08-15T17:31:26.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/53d61747c3bd4038976e2e43f1fdd686,,https://maps.lakecountyil.gov/Output/DistrictMaps/twppcts/shldpcts.pdf,,,Lake County Illinois|PDF|Printed Maps|PoliticalElection Map|Election Precincts
8210a2f64f7b47aa800cf09567cbdfcf,12b-097,Election Precinct 5,,Election Precinct 5,Flagged,,PDF,,,2018-08-15T16:43:36.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/8210a2f64f7b47aa800cf09567cbdfcf,,https://maps.lakecountyil.gov/Output/DistrictMaps/pcts/005.pdf,,,Lake County Illinois|PDF|Printed Maps|PoliticalElection Map|Election Precincts
f3c25ba555cc44c5b0ec7509502fd241,12b-097,Diamond Lake School Dictrict 76,,Diamond Lake School Dictrict 76,Flagged,,PDF,,,2018-08-15T17:14:59.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/f3c25ba555cc44c5b0ec7509502fd241,,https://maps.lakecountyil.gov/Output/DistrictMaps/schl/diamondlakeschooldistrict76.pdf,,,Lake County Illinois|PDF|Printed Maps|Individual District Map|Elementary School Districts
e09b1a77014a4866b1eb00d0ccf43d25,12b-097,Bannockburn Special Service Area 3,,Bannockburn Special Service Area 3,Flagged,,PDF,,,2018-08-15T17:18:21.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/e09b1a77014a4866b1eb00d0ccf43d25,,https://maps.lakecountyil.gov/Output/DistrictMaps/spec/BannockburnSpecialServiceArea3.pdf,,,Lake County Illinois|PDF|Printed Maps|Individual District Map|Special Service Areas
89679671cfa64832ac2399a0ef52e414,12b-097,"Lake County, Illinois Data Terms of Use",,"Describes the Terms of Use for any and all Lake County, Illinois GIS (and related) data.",error,,error,error,,2016-07-25T18:12:35.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/89679671cfa64832ac2399a0ef52e414,error,https://www.arcgis.com/sharing/rest/content/items/89679671cfa64832ac2399a0ef52e414/data,,,Lake County Illinois
0c3e6fc1d8d04c45b42367d0c053c514,12b-097,Shields Township College,,Shields Township College,Flagged,,PDF,,,2018-08-15T17:42:50.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/0c3e6fc1d8d04c45b42367d0c053c514,,https://maps.lakecountyil.gov/Output/TownshipMaps/cshldcoll.pdf,,,Lake County Illinois|PDF|Printed Maps|Township Map|Shields Township
cf6b314d336844518f2d6d8af44d8490,12b-097,Moraine Township Election Precincts,,Moraine Township Election Precincts,Flagged,,PDF,,,2018-08-15T17:30:52.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/cf6b314d336844518f2d6d8af44d8490,,https://maps.lakecountyil.gov/Output/DistrictMaps/twppcts/morapcts.pdf,,,Lake County Illinois|PDF|Printed Maps|PoliticalElection Map|Election Precincts
dfba188cd65145248eace7ea56ee046e_0,12b-097,Hydrology Lines 2002,,"Download In State Plane Projection Here.?This dataset represents the linear water features (for example, dams,
 culverts, and streams) and the outer boundary of the water feature 
areas (for example, lakes and ponds) of Lake County, Illinois. The 
features in the dataset include: dams, culverts, local drainage; and the
 outer boundary of lakes, ponds, detention/retention basins, 
river/streams/creeks greater than five feet wide, and islands.

        The data has not been field verified and errors and/or omissions may be present.

        The names used for the water bodies were collected from a 
number of sources including: existing datasets, historic maps and/or 
atlases, US Geologic Survey (USGS) Geographic Names Information System (GNIS),
 current and historical USGS topographic quadrangle maps, local 
publications on place names within the county, and platted subdivisions.

        The dataset was traced from aerial photography captured 
between April 13 and April 26, 2002. The water features were compiled 
using softcopy analytical stereoplotters. This dataset should meet 
National Map Accuracy Standards for a 1:1200 product and it is 
georeferenced to the Illinois State Plane, Eastern Zone, using the NAD83
 HARN horizontal datum.",Geospatial data,,Shapefile,Dataset|Service,Vector,2016-11-22T22:12:08.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-88.1999,42.1524,-87.7586,42.4958",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/dfba188cd65145248eace7ea56ee046e_0,http://data-lakecountyil.opendata.arcgis.com/datasets/dfba188cd65145248eace7ea56ee046e_0.zip,https://services3.arcgis.com/HESxeTbDliKKvec2/arcgis/rest/services/LakeCounty_Hydrology/FeatureServer/0,,FeatureServer,Lake County Illinois|Water|Hydrology|Surface Water|Surface Water spatial data
345f9a293dce4f4db8569b92ef772e20,12b-097,Harper College,,Harper College,Flagged,,PDF,,,2018-08-15T17:15:36.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/345f9a293dce4f4db8569b92ef772e20,,https://maps.lakecountyil.gov/Output/DistrictMaps/schl/HarperCollege.pdf,,,Lake County Illinois|PDF|Printed Maps|Individual District Map|Community College Districts
61156dd29d4c4cf6b133a4c0c97de3da,12b-097,2014 Lake County Aerial - SE Quarter,,"This six inch pixel resolution color aerial photography was flown between April 18, 2014 and April 26, 2014. The files are provided in JPEG2000, an open format supported by most GIS and CAD software packages. Its intended usage for viewing is 1 = 100. The photography has been orthorectified to meet National Map Accuracy Standards for its capture scale. The images are georeferenced to the Illinois State Plane, Eastern Zone, using the NAD83 NSRS2007 horizontal datum. The data set is tiled for dissemination into many separate tiles, each of which is 2500 feet on a side.",error,,error,error,,2018-02-02T18:16:53.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/61156dd29d4c4cf6b133a4c0c97de3da,error,https://s3.amazonaws.com/lakecountygis-public/aerials/LakeCounty2014AerialsSE.zip,,,Orthophotography|Orthophoto|Orthoimagery|Digital orthophoto|Digital orthorectified imagery|Digital orthoimagery|High resolution orthoimagery|Imagery|Aerial photography|Satellite imagery|Air imagery|Historic aerial imagery|Color aerial imagery|Air Photo2014
c7deb9114cd345e0a7a4abababf7a37e,12b-097,Election Precinct 351,,Election Precinct 351,Flagged,,PDF,,,2018-08-15T17:03:23.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/c7deb9114cd345e0a7a4abababf7a37e,,https://maps.lakecountyil.gov/Output/DistrictMaps/pcts/351.pdf,,,Lake County Illinois|PDF|Printed Maps|PoliticalElection Map|Election Precincts
d36fdf5f56e24aab86882be56532ed8b,12b-097,Election Precinct 170,,Election Precinct 170,Flagged,,PDF,,,2018-08-15T16:53:03.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/d36fdf5f56e24aab86882be56532ed8b,,https://maps.lakecountyil.gov/Output/DistrictMaps/pcts/170.pdf,,,Lake County Illinois|PDF|Printed Maps|PoliticalElection Map|Election Precincts
1c38d4a6c1744bc691ca976087f5a220,12b-097,Election Precinct 215,,Election Precinct 215,Flagged,,PDF,,,2018-08-15T16:55:36.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/1c38d4a6c1744bc691ca976087f5a220,,https://maps.lakecountyil.gov/Output/DistrictMaps/pcts/215.pdf,,,Lake County Illinois|PDF|Printed Maps|PoliticalElection Map|Election Precincts
ebea85843dcd484b9b914157dec5dbe9,12b-097,Beach Park Tax Increment Finance Area 2,,Beach Park Tax Increment Finance Area 2,Flagged,,PDF,,,2018-08-15T17:19:41.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/ebea85843dcd484b9b914157dec5dbe9,,https://maps.lakecountyil.gov/Output/DistrictMaps/spec/BeachParkTaxIncrementFinanceArea2.pdf,,,Lake County Illinois|PDF|Printed Maps|Individual District Map|Tax Increment Finance TIF Districts
e156eaf1a5d74149875b6b89a87d58fe,12b-097,Election Precinct 369,,Election Precinct 369,Flagged,,PDF,,,2018-08-15T17:04:25.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/e156eaf1a5d74149875b6b89a87d58fe,,https://maps.lakecountyil.gov/Output/DistrictMaps/pcts/369.pdf,,,Lake County Illinois|PDF|Printed Maps|PoliticalElection Map|Election Precincts
2e3a9d72bd504d4d9579562bc4918399,12b-097,Beach Park Special Service Area 4,,Beach Park Special Service Area 4,Flagged,,PDF,,,2018-08-15T17:19:18.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/2e3a9d72bd504d4d9579562bc4918399,,https://maps.lakecountyil.gov/Output/DistrictMaps/spec/BeachParkSpecialServiceArea4.pdf,,,Lake County Illinois|PDF|Printed Maps|Individual District Map|Special Service Areas
e3f50f2bb4be47efb9998720df1b8bf3,12b-097,Election Precinct 117,,Election Precinct 117,Flagged,,PDF,,,2018-08-15T16:49:51.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/e3f50f2bb4be47efb9998720df1b8bf3,,https://maps.lakecountyil.gov/Output/DistrictMaps/pcts/117.pdf,,,Lake County Illinois|PDF|Printed Maps|PoliticalElection Map|Election Precincts
853d432691254ee98913bcf353fe8f63,12b-097,Election Precinct 206,,Election Precinct 206,Flagged,,PDF,,,2018-08-15T16:55:07.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/853d432691254ee98913bcf353fe8f63,,https://maps.lakecountyil.gov/Output/DistrictMaps/pcts/206.pdf,,,Lake County Illinois|PDF|Printed Maps|PoliticalElection Map|Election Precincts
fd64fc62c02347f4b779fc6912868c99,12b-097,Newport Township Elementary School,,Newport Township Elementary School,Flagged,,PDF,,,2018-08-15T17:42:01.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/fd64fc62c02347f4b779fc6912868c99,,https://maps.lakecountyil.gov/Output/TownshipMaps/cnwptelem.pdf,,,Lake County Illinois|PDF|Printed Maps|Township Map|Newport Township
3fed408b80cc49c2b2491a50235d3947,12b-097,Countywide Library Districts,,Countywide Library Districts,Flagged,,PDF,,,2018-08-15T16:28:30.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/3fed408b80cc49c2b2491a50235d3947,,https://maps.lakecountyil.gov/Output/CountyMaps/cctylibr.pdf,,,Lake County Illinois|PDF|Printed Maps|Countywide Map
dffa0f042c4c418897f5d37543667cc3,12b-097,Election Precinct 194,,Election Precinct 194,Flagged,,PDF,,,2018-08-15T16:54:25.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/dffa0f042c4c418897f5d37543667cc3,,https://maps.lakecountyil.gov/Output/DistrictMaps/pcts/194.pdf,,,Lake County Illinois|PDF|Printed Maps|PoliticalElection Map|Election Precincts
74d0ce49f56046f8957281ef708828e9,12b-097,Zion Township Library,,Zion Township Library,Flagged,,PDF,,,2018-08-15T17:49:36.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/74d0ce49f56046f8957281ef708828e9,,https://maps.lakecountyil.gov/Output/TownshipMaps/czionlibr.pdf,,,Lake County Illinois|PDF|Printed Maps|Township Map|Zion Township
07b8fbe2737042f996d410b5aed12d71,12b-097,Election Precinct 135,,Election Precinct 135,Flagged,,PDF,,,2018-08-15T16:50:55.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/07b8fbe2737042f996d410b5aed12d71,,https://maps.lakecountyil.gov/Output/DistrictMaps/pcts/135.pdf,,,Lake County Illinois|PDF|Printed Maps|PoliticalElection Map|Election Precincts
870ba7d87a2a4f449220f8c451117d5a,12b-097,County Board District 16,,County Board District 16,Flagged,,PDF,,,2018-08-15T16:30:00.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/870ba7d87a2a4f449220f8c451117d5a,,https://maps.lakecountyil.gov/Output/DistrictMaps/bord/cboard16.pdf,,,Lake County Illinois|PDF|Printed Maps|PoliticalElection Map|County Board
5a29659ef91a409a87e47a91b36b894d,12b-097,2002 Lake County Aerial - NW Quarter,,"This six inch pixel resolution black and white aerial photography was flown between April 13, 2002 and April 26, 2002 at a negative scale of 1 = 660 (a scale ratio of 1:7,920) flying at an altitude of 3,960 feet above mean terrain. The files are provided in JPEG2000, an open format supported by most GIS and CAD software packages. Its intended usage for viewing is 1 = 100. The photography has been orthorectified to meet National Map Accuracy Standards for its capture scale. The images are georeferenced to the Illinois State Plane, Eastern Zone, using the NAD83 HARN horizontal datum. The data set is tiled for dissemination into many separate tiles. Each tile is a section in the Public Land Survey System. The first two digits are the township, the next two are the range and the final two are the section.",error,,error,error,,2018-02-01T20:25:56.000Z,,,"Lake County, Illinois, United States|Illinois, United States","-180.0,-90.0,180.0,90.0",Chicago,Counties Geospatial Data,"Lake County, Illinois","Lake County, Illinois",http://data-lakecountyil.opendata.arcgis.com/datasets/5a29659ef91a409a87e47a91b36b894d,error,https://s3.amazonaws.com/lakecountygis-public/aerials/LakeCounty2002AerialsNW.zip,,,Orthophotography|Orthophoto|Orthoimagery|Digital orthophoto|Digital orthorectified imagery|Digital orthoimagery|High resolution orthoimagery|Imagery|Aerial photography|Satellite imagery|Air imagery|Historic aerial imagery|Color aerial imagery|Air Photo2002
