identifier,code,title,alternativeTitle,description,genre,subject,format,type,geometryType,dateIssued,temporalCoverage,Date,spatialCoverage,spatial,provenance,publisher,creator,landingPage,downloadURL,webService,metadataURL,serverType,keywords
640dbe6747934964b07a1e964108d5a6_166,01c-02,Buildings,,"City of Indianapolis  Marion County, IN Base Map Compatible w/ ESRI's Open Street Map.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-09-24T16:17:56.000Z,,,"Indianapolis, Marion County, Indiana|Marion County, Indiana|Indiana","-86.329,39.6324,-85.9369,39.9277",Indiana,"City of Indianapolis and Marion County, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_166,"http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_166.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_OpenStreetMap/MapServer/166,,MapServer,Indy Basemaps
32d12e8c0eb44ebebffb381134837c25,01c-02,Open Street Map Indy,,{{default.description}},error,,error,error,,2020-01-07T19:21:57.000Z,,,"Indianapolis, Marion County, Indiana|Marion County, Indiana|Indiana","-86.7002,39.524,-85.5658,40.0353",Indiana,"City of Indianapolis and Marion County, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data.indy.gov/datasets/32d12e8c0eb44ebebffb381134837c25,error,,,,Open Street Map Indy|Indy Basemaps
640dbe6747934964b07a1e964108d5a6_164,01c-02,Streams,,"City of Indianapolis  Marion County, IN Base Map Compatible w/ ESRI's Open Street Map.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-09-24T16:17:56.000Z,,,"Indianapolis, Marion County, Indiana|Marion County, Indiana|Indiana","-86.3291,39.6322,-85.937,39.9278",Indiana,"City of Indianapolis and Marion County, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_164,"http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_164.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_OpenStreetMap/MapServer/164,,MapServer,Indy Basemaps
640dbe6747934964b07a1e964108d5a6_165,01c-02,Parcels,,"City of Indianapolis  Marion County, IN Base Map Compatible w/ ESRI's Open Street Map.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-09-24T16:17:56.000Z,,,"Indianapolis, Marion County, Indiana|Marion County, Indiana|Indiana","1.2783,14.2021,2.2635,15.1328",Indiana,"City of Indianapolis and Marion County, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_165,"http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_165.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_OpenStreetMap/MapServer/165,,MapServer,Indy Basemaps
640dbe6747934964b07a1e964108d5a6_38,01c-02,Roadways,,"City of Indianapolis  Marion County, IN Base Map Compatible w/ ESRI's Open Street Map.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-09-24T16:17:56.000Z,,,"Indianapolis, Marion County, Indiana|Marion County, Indiana|Indiana","-86.3291,39.6322,-85.9369,39.9278",Indiana,"City of Indianapolis and Marion County, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_38,"http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_38.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_OpenStreetMap/MapServer/38,,MapServer,Indy Basemaps
640dbe6747934964b07a1e964108d5a6_37,01c-02,Railroad,,"City of Indianapolis  Marion County, IN Base Map Compatible w/ ESRI's Open Street Map.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-09-24T16:17:56.000Z,,,"Indianapolis, Marion County, Indiana|Marion County, Indiana|Indiana","-86.329,39.634,-85.9371,39.9273",Indiana,"City of Indianapolis and Marion County, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_37,"http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_37.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_OpenStreetMap/MapServer/37,,MapServer,Indy Basemaps
640dbe6747934964b07a1e964108d5a6_35,01c-02,Excluded Cities,,"City of Indianapolis  Marion County, IN Base Map Compatible w/ ESRI's Open Street Map.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-09-24T16:17:56.000Z,,,"Indianapolis, Marion County, Indiana|Marion County, Indiana|Indiana","1.2782,14.202,2.2634,15.1329",Indiana,"City of Indianapolis and Marion County, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_35,"http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_35.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_OpenStreetMap/MapServer/35,,MapServer,Indy Basemaps
640dbe6747934964b07a1e964108d5a6_32,01c-02,Parks,,"City of Indianapolis  Marion County, IN Base Map Compatible w/ ESRI's Open Street Map.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-09-24T16:17:56.000Z,,,"Indianapolis, Marion County, Indiana|Marion County, Indiana|Indiana","-86.3285,39.6335,-85.9474,39.9277",Indiana,"City of Indianapolis and Marion County, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_32,"http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_32.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_OpenStreetMap/MapServer/32,,MapServer,Indy Basemaps
640dbe6747934964b07a1e964108d5a6_33,01c-02,Neighborhoods,,"City of Indianapolis  Marion County, IN Base Map Compatible w/ ESRI's Open Street Map.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-09-24T16:17:56.000Z,,,"Indianapolis, Marion County, Indiana|Marion County, Indiana|Indiana","1.2782,14.202,2.2634,15.1329",Indiana,"City of Indianapolis and Marion County, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_33,"http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_33.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_OpenStreetMap/MapServer/33,,MapServer,Indy Basemaps
640dbe6747934964b07a1e964108d5a6_30,01c-02,Airports,,"City of Indianapolis  Marion County, IN Base Map Compatible w/ ESRI's Open Street Map.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-09-24T16:17:56.000Z,,,"Indianapolis, Marion County, Indiana|Marion County, Indiana|Indiana","1.2799,14.3847,2.0827,14.8702",Indiana,"City of Indianapolis and Marion County, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_30,"http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_30.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_OpenStreetMap/MapServer/30,,MapServer,Indy Basemaps
640dbe6747934964b07a1e964108d5a6_31,01c-02,Golf Course,,"City of Indianapolis  Marion County, IN Base Map Compatible w/ ESRI's Open Street Map.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-09-24T16:17:56.000Z,,,"Indianapolis, Marion County, Indiana|Marion County, Indiana|Indiana","1.2797,14.2064,2.2232,15.1302",Indiana,"City of Indianapolis and Marion County, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_31,"http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_31.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_OpenStreetMap/MapServer/31,,MapServer,Indy Basemaps
640dbe6747934964b07a1e964108d5a6_6,01c-02,Railroad,,"City of Indianapolis  Marion County, IN Base Map Compatible w/ ESRI's Open Street Map.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-09-24T16:17:56.000Z,,,"Indianapolis, Marion County, Indiana|Marion County, Indiana|Indiana","-86.329,39.634,-85.9371,39.9273",Indiana,"City of Indianapolis and Marion County, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_6,"http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_6.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_OpenStreetMap/MapServer/6,,MapServer,Indy Basemaps
640dbe6747934964b07a1e964108d5a6_7,01c-02,Roadways,,"City of Indianapolis  Marion County, IN Base Map Compatible w/ ESRI's Open Street Map.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-09-24T16:17:56.000Z,,,"Indianapolis, Marion County, Indiana|Marion County, Indiana|Indiana","-86.3291,39.6322,-85.9369,39.9278",Indiana,"City of Indianapolis and Marion County, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_7,"http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_7.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_OpenStreetMap/MapServer/7,,MapServer,Indy Basemaps
640dbe6747934964b07a1e964108d5a6_4,01c-02,Excluded Cities,,"City of Indianapolis  Marion County, IN Base Map Compatible w/ ESRI's Open Street Map.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-09-24T16:17:56.000Z,,,"Indianapolis, Marion County, Indiana|Marion County, Indiana|Indiana","1.2782,14.202,2.2634,15.1329",Indiana,"City of Indianapolis and Marion County, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_4,"http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_4.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_OpenStreetMap/MapServer/4,,MapServer,Indy Basemaps
640dbe6747934964b07a1e964108d5a6_2,01c-02,Marion County,,"City of Indianapolis  Marion County, IN Base Map Compatible w/ ESRI's Open Street Map.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-09-24T16:17:56.000Z,,,"Indianapolis, Marion County, Indiana|Marion County, Indiana|Indiana","1.2782,14.202,2.2634,15.1329",Indiana,"City of Indianapolis and Marion County, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_2,"http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_2.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_OpenStreetMap/MapServer/2,,MapServer,Indy Basemaps
640dbe6747934964b07a1e964108d5a6_0,01c-02,Building Labels,,"City of Indianapolis  Marion County, IN Base Map Compatible w/ ESRI's Open Street Map.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-09-24T16:17:56.000Z,,,"Indianapolis, Marion County, Indiana|Marion County, Indiana|Indiana","1.2722,14.2026,2.2642,15.156",Indiana,"City of Indianapolis and Marion County, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_0,"http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_OpenStreetMap/MapServer/0,,MapServer,Indy Basemaps
640dbe6747934964b07a1e964108d5a6_1,01c-02,Park Features,,"City of Indianapolis  Marion County, IN Base Map Compatible w/ ESRI's Open Street Map.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-09-24T16:17:56.000Z,,,"Indianapolis, Marion County, Indiana|Marion County, Indiana|Indiana","1.2803,14.2023,2.2266,15.1293",Indiana,"City of Indianapolis and Marion County, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_1,"http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_1.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_OpenStreetMap/MapServer/1,,MapServer,Indy Basemaps
640dbe6747934964b07a1e964108d5a6_9,01c-02,Rivers,,"City of Indianapolis  Marion County, IN Base Map Compatible w/ ESRI's Open Street Map.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-09-24T16:17:56.000Z,,,"Indianapolis, Marion County, Indiana|Marion County, Indiana|Indiana","-86.3221,39.6335,-85.9369,39.9275",Indiana,"City of Indianapolis and Marion County, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_9,"http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_9.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_OpenStreetMap/MapServer/9,,MapServer,Indy Basemaps
640dbe6747934964b07a1e964108d5a6_174,01c-02,Cemetery,,"City of Indianapolis  Marion County, IN Base Map Compatible w/ ESRI's Open Street Map.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-09-24T16:17:56.000Z,,,"Indianapolis, Marion County, Indiana|Marion County, Indiana|Indiana","1.2816,14.2695,2.2535,15.132",Indiana,"City of Indianapolis and Marion County, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_174,"http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_174.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_OpenStreetMap/MapServer/174,,MapServer,Indy Basemaps
640dbe6747934964b07a1e964108d5a6_175,01c-02,Indianapolis,,"City of Indianapolis  Marion County, IN Base Map Compatible w/ ESRI's Open Street Map.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-09-24T16:17:56.000Z,,,"Indianapolis, Marion County, Indiana|Marion County, Indiana|Indiana","1.2782,14.202,2.2634,15.1329",Indiana,"City of Indianapolis and Marion County, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_175,"http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_175.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_OpenStreetMap/MapServer/175,,MapServer,Indy Basemaps
640dbe6747934964b07a1e964108d5a6_170,01c-02,Golf Course,,"City of Indianapolis  Marion County, IN Base Map Compatible w/ ESRI's Open Street Map.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-09-24T16:17:56.000Z,,,"Indianapolis, Marion County, Indiana|Marion County, Indiana|Indiana","1.2797,14.2064,2.2232,15.1302",Indiana,"City of Indianapolis and Marion County, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_170,"http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_170.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_OpenStreetMap/MapServer/170,,MapServer,Indy Basemaps
640dbe6747934964b07a1e964108d5a6_171,01c-02,Parks,,"City of Indianapolis  Marion County, IN Base Map Compatible w/ ESRI's Open Street Map.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-09-24T16:17:56.000Z,,,"Indianapolis, Marion County, Indiana|Marion County, Indiana|Indiana","-86.3285,39.6335,-85.9474,39.9277",Indiana,"City of Indianapolis and Marion County, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_171,"http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_171.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_OpenStreetMap/MapServer/171,,MapServer,Indy Basemaps
640dbe6747934964b07a1e964108d5a6_172,01c-02,Schools,,"City of Indianapolis  Marion County, IN Base Map Compatible w/ ESRI's Open Street Map.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-09-24T16:17:56.000Z,,,"Indianapolis, Marion County, Indiana|Marion County, Indiana|Indiana","1.2871,14.2093,2.2295,15.1293",Indiana,"City of Indianapolis and Marion County, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_172,"http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_172.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_OpenStreetMap/MapServer/172,,MapServer,Indy Basemaps
640dbe6747934964b07a1e964108d5a6_173,01c-02,Neighborhoods,,"City of Indianapolis  Marion County, IN Base Map Compatible w/ ESRI's Open Street Map.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-09-24T16:17:56.000Z,,,"Indianapolis, Marion County, Indiana|Marion County, Indiana|Indiana","1.2782,14.202,2.2634,15.1329",Indiana,"City of Indianapolis and Marion County, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_173,"http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_173.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_OpenStreetMap/MapServer/173,,MapServer,Indy Basemaps
640dbe6747934964b07a1e964108d5a6_29,01c-02,Airfields,,"City of Indianapolis  Marion County, IN Base Map Compatible w/ ESRI's Open Street Map.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-09-24T16:17:56.000Z,,,"Indianapolis, Marion County, Indiana|Marion County, Indiana|Indiana","-86.3254,39.699,-86.0087,39.8375",Indiana,"City of Indianapolis and Marion County, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_29,"http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_29.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_OpenStreetMap/MapServer/29,,MapServer,Indy Basemaps
640dbe6747934964b07a1e964108d5a6_25,01c-02,Lakes,,"City of Indianapolis  Marion County, IN Base Map Compatible w/ ESRI's Open Street Map.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-09-24T16:17:56.000Z,,,"Indianapolis, Marion County, Indiana|Marion County, Indiana|Indiana","-86.3289,39.6334,-85.9369,39.9275",Indiana,"City of Indianapolis and Marion County, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_25,"http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_25.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_OpenStreetMap/MapServer/25,,MapServer,Indy Basemaps
640dbe6747934964b07a1e964108d5a6_24,01c-02,Rivers,,"City of Indianapolis  Marion County, IN Base Map Compatible w/ ESRI's Open Street Map.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-09-24T16:17:56.000Z,,,"Indianapolis, Marion County, Indiana|Marion County, Indiana|Indiana","-86.3221,39.6335,-85.9369,39.9275",Indiana,"City of Indianapolis and Marion County, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_24,"http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_24.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_OpenStreetMap/MapServer/24,,MapServer,Indy Basemaps
640dbe6747934964b07a1e964108d5a6_27,01c-02,Streams,,"City of Indianapolis  Marion County, IN Base Map Compatible w/ ESRI's Open Street Map.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-09-24T16:17:56.000Z,,,"Indianapolis, Marion County, Indiana|Marion County, Indiana|Indiana","-86.3291,39.6322,-85.937,39.9278",Indiana,"City of Indianapolis and Marion County, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_27,"http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_27.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_OpenStreetMap/MapServer/27,,MapServer,Indy Basemaps
640dbe6747934964b07a1e964108d5a6_26,01c-02,Ponds,,"City of Indianapolis  Marion County, IN Base Map Compatible w/ ESRI's Open Street Map.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-09-24T16:17:56.000Z,,,"Indianapolis, Marion County, Indiana|Marion County, Indiana|Indiana","1.279,14.2072,2.2657,15.1313",Indiana,"City of Indianapolis and Marion County, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_26,"http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_26.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_OpenStreetMap/MapServer/26,,MapServer,Indy Basemaps
640dbe6747934964b07a1e964108d5a6_21,01c-02,Railroad,,"City of Indianapolis  Marion County, IN Base Map Compatible w/ ESRI's Open Street Map.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-09-24T16:17:56.000Z,,,"Indianapolis, Marion County, Indiana|Marion County, Indiana|Indiana","-86.329,39.634,-85.9371,39.9273",Indiana,"City of Indianapolis and Marion County, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_21,"http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_21.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_OpenStreetMap/MapServer/21,,MapServer,Indy Basemaps
640dbe6747934964b07a1e964108d5a6_22,01c-02,Roadways,,"City of Indianapolis  Marion County, IN Base Map Compatible w/ ESRI's Open Street Map.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-09-24T16:17:56.000Z,,,"Indianapolis, Marion County, Indiana|Marion County, Indiana|Indiana","-86.3291,39.6322,-85.9369,39.9278",Indiana,"City of Indianapolis and Marion County, Indiana",City of Indianapolis and Marion County - IndyGIS,http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_22,"http://data.indy.gov/datasets/640dbe6747934964b07a1e964108d5a6_22.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://xmaps.indy.gov/arcgis/rest/services/Basemaps/IndyBase_OpenStreetMap/MapServer/22,,MapServer,Indy Basemaps
18282897980e4ed29e4bea89af8e2f7a_0,03a-02,Driver Improvement Site,,Locations of driver improvement programs across the State of Iowa.,Geospatial data,,Shapefile,Dataset|Service,Vector,2020-01-07T12:39:23.000Z,,,Iowa,"-91.8624,43.1789,-91.8624,43.1789",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/18282897980e4ed29e4bea89af8e2f7a_0,"http://public-iowadot.opendata.arcgis.com/datasets/18282897980e4ed29e4bea89af8e2f7a_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://gis.iowadot.gov/agshost/rest/services/Hosted/Driver_Improvement_Site/FeatureServer/0,,FeatureServer,Iowa|Driver Improvement Program|Iowa Department of Transportation|Reference
3852cc1b0d224b20810187d576dbb6bf_0,03a-02,Scoping Park and Ride,,"Existing and candidate park and ride lots in the state of Iowa, represented as linear features. Features were created using a 2-mile buffer around each lot to represent primary routes that could potentially be viable (re)locations for park and ride lots. 2-miles was selected for the buffer area based on the FHWA report Safety Assessment of Interchange Spacing on Urban Freeways publication number FHWA-HRT-07-031. https://www.fhwa.dot.gov/publications/research/safety/07031/The Iowa Department of Transportation?s park and ride system consists of state-owned park and ride lots. Many of these lots were developed during the 1980s, primarily in response to a growing demand that resulted from an increase in fuel prices. In most cases, lot development was truly the result of grassroots efforts, with Iowa DOT?s district offices often responding to specific public requests for park and ride facilities. In 2014, The Iowa Park and Ride System Plan was developed. This plan includes an update of the existing inventory, an identification of additional locations suitable for park and ride facilities, and strategies for implementation .The plan will be used by the Iowa DOT to plan, evaluate, and develop a formal state-owned-and-operated system of park and ride facilities. The primary objective of the plan is to provide a location-specific, priority-based park and ride system that allows for coordinated planning and implementation of park and ride facilities. As a part of the plan this database was created to geographically reference both existing state-owned park and ride facilities and ideal candidates for future expansion of the system. This database will also be used in coordination with the statewide rideshare program, so it will also include other existing park and ride facilities not owned by the state or identified in the plan. Ultimately this inventory has two main purposes that can be described generally as internal and external. Internally, the database will be used to keep track of state-owned inventory and identify opportunities for the expansion of the state-owned and operated park and ride system. Externally, the database will be expanded to include a wide array of park and ride facilities across the state of Iowa that can be disseminated to the public via the Iowa DOT website and coordinated with the rideshare program.",Geospatial data,,Shapefile,Dataset|Service,Vector,2020-01-14T20:25:15.000Z,,,Iowa,"-96.4773,40.6977,-90.5004,43.4577",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/3852cc1b0d224b20810187d576dbb6bf_0,"http://public-iowadot.opendata.arcgis.com/datasets/3852cc1b0d224b20810187d576dbb6bf_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Scoping_Park_and_Ride_View/FeatureServer/0,,FeatureServer,Iowa Department of Transportation|Iowa DOT|Scoping|Assets|Inventory|Asset Classification
09272a4191a544ada7dfeef3beb721b6_0,03a-02,Traffic Log Book AADT,,This service uses a thematic legend to depict the information in the current Traffic Log Book.,Geospatial data,,Shapefile,Dataset|Service,Vector,2020-01-15T15:11:52.000Z,,,Iowa,"-96.6326,40.3853,-90.161,43.501",Iowa,State of Iowa,Iowa Department of Transportation,http://public-iowadot.opendata.arcgis.com/datasets/09272a4191a544ada7dfeef3beb721b6_0,"http://public-iowadot.opendata.arcgis.com/datasets/09272a4191a544ada7dfeef3beb721b6_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Traffic_Log_Book_AADT_View/FeatureServer/0,,FeatureServer,Traffic|Traffic Count|Traffic Log Book|Iowa DOT|Iowa Department of Transportation|Assets|Inventory|Asset Inventory
